"k1","k2","tuominen2022","teicher2015"
"x36","x30",0.327139,0.388122
"x38","x30",0.274405,0.309706
"x39","x30",0.377396,0.197843
"x40","x30",0.291,0.31263
"x41","x30",0.399068,0.269789
"x42","x30",0.124803,0.203068
"x43","x30",0.06421,0.231105
"x44","x30",0.178738,0.18937
"x45","x30",-0.018864,0.0604
"x46","x30",0.268382,0.310667
"x47","x30",0.126752,0.290735
"x48","x30",0.241671,0.245561
"x49","x30",0.300334,0.259189
"x50","x30",0.311255,0.276819
"x51","x30",0.135132,0.177058
"x52","x30",0.274272,0.19912
"x1","x31",0.207328,0.466471
"x2","x31",0.130678,0.517335
"x3","x31",0.322902,0.367823
"x4","x31",0.178445,0.320923
"x5","x31",0.333522,0.399991
"x6","x31",0.294778,0.309352
"x9","x31",0.196382,0.233691
"x12","x31",0.182038,0.377597
"x13","x31",0.032281,0.31173
"x15","x31",0.290389,0.288604
"x17","x31",0.300608,0.458233
"x18","x31",0.381646,0.406687
"x19","x31",0.285649,0.367412
"x21","x31",0.184673,0.279935
"x24","x31",0.30985,0.357577
"x26","x31",0.329976,0.534474
"x27","x31",0.220179,0.419594
"x28","x31",0.215943,0.297034
"x29","x31",0.311562,0.346008
"x30","x31",0.610145,0.593385
"x31","x31",1,1
"x32","x31",0.481972,0.663435
"x33","x31",0.637895,0.591408
"x36","x31",0.334132,0.252902
"x38","x31",0.367306,0.255545
"x39","x31",0.20557,0.237296
"x40","x31",0.168796,0.392142
"x41","x31",0.290292,0.286423
"x42","x31",0.31189,0.06815
"x43","x31",0.189088,0.080533
"x44","x31",0.225865,0.33856
"x45","x31",0.134686,0.247043
"x46","x31",0.333096,0.423554
"x47","x31",0.410363,0.454237
"x48","x31",0.211629,0.285658
"x49","x31",0.326588,0.288577
"x50","x31",0.24312,0.256843
"x51","x31",0.075483,0.346951
"x52","x31",0.151419,0.264195
"x1","x32",0.322909,0.333289
"x2","x32",0.233922,0.354235
"x3","x32",0.324416,0.251273
"x4","x32",0.292978,0.217186
"x5","x32",0.295149,0.265449
"x6","x32",0.33174,0.265785
"x9","x32",0.19366,0.210348
"x12","x32",0.248815,0.41422
"x13","x32",0.176459,0.273011
"x15","x32",0.185537,0.340066
"x17","x32",0.120155,0.524554
"x18","x32",0.144408,0.514177
"x19","x32",0.221528,0.395899
"x21","x32",0.165078,0.14181
"x24","x32",0.252887,0.266958
"x26","x32",0.347194,0.404536
"x27","x32",0.374296,0.430328
"x28","x32",0.347354,0.349966
"x29","x32",0.259665,0.289758
"x30","x32",0.524389,0.599855
"x31","x32",0.481972,0.663435
"x32","x32",1,1
"x33","x32",0.506159,0.542234
"x36","x32",0.628898,0.699857
"x38","x32",0.269543,0.365324
"x39","x32",0.237518,0.393959
"x40","x32",0.277259,0.255155
"x41","x32",0.395035,0.272951
"x42","x32",0.102759,-0.047831
"x43","x32",0.110571,0.040573
"x44","x32",0.179054,0.295924
"x45","x32",0.23541,0.093762
"x46","x32",0.271718,0.371452
"x47","x32",0.300473,0.349634
"x48","x32",0.352475,0.232747
"x49","x32",0.344286,0.265744
"x50","x32",0.286528,0.317428
"x51","x32",0.256601,0.133418
"x52","x32",0.206577,0.176638
"x1","x33",0.290153,0.306865
"x2","x33",0.257681,0.289268
"x3","x33",0.337989,0.320545
"x4","x33",0.304608,0.205421
"x5","x33",0.318907,0.345358
"x6","x33",0.431312,0.305001
"x9","x33",0.264888,0.197746
"x12","x33",0.287939,0.317799
"x13","x33",0.155914,0.332133
"x15","x33",0.244224,0.306383
"x17","x33",0.359526,0.343711
"x18","x33",0.352878,0.445057
"x19","x33",0.245307,0.290388
"x21","x33",0.217232,0.185268
"x24","x33",0.286587,0.274438
"x26","x33",0.395233,0.49124
"x27","x33",0.326791,0.445861
"x28","x33",0.296995,0.219866
"x29","x33",0.233292,0.286695
"x30","x33",0.713593,0.684243
"x31","x33",0.637895,0.591408
"x32","x33",0.506159,0.542234
"x33","x33",1,1
"x36","x33",0.270182,0.282752
"x38","x33",0.282542,0.193055
"x39","x33",0.307191,0.152288
"x40","x33",0.174375,0.307439
"x41","x33",0.321055,0.194181
"x42","x33",0.193623,0.153983
"x43","x33",0.124939,0.213402
"x44","x33",0.260467,0.229098
"x45","x33",0.172569,0.117146
"x46","x33",0.201581,0.358843
"x47","x33",0.28026,0.441137
"x48","x33",0.218482,0.197847
"x49","x33",0.279496,0.22186
"x50","x33",0.291995,0.208753
"x51","x33",0.163416,0.154085
"x52","x33",0.2467,0.244788
"x1","x36",0.203974,0.341584
"x2","x36",0.281216,0.347563
"x3","x36",0.26521,0.218404
"x4","x36",0.345304,0.206597
"x5","x36",0.331563,0.115298
"x6","x36",0.275972,0.149752
"x9","x36",0.212999,0.075812
"x12","x36",0.462591,0.29021
"x13","x36",0.421336,0.106312
"x15","x36",0.176866,0.235992
"x17","x36",0.179096,0.256271
"x18","x36",0.195234,0.243433
"x19","x36",0.55377,0.479953
"x21","x36",0.239898,0.130401
"x24","x36",0.295815,0.212312
"x26","x36",0.254709,0.317584
"x27","x36",0.319003,0.366256
"x28","x36",0.268272,0.412381
"x29","x36",0.188655,0.213556
"x30","x36",0.327139,0.388122
"x31","x36",0.334132,0.252902
"x32","x36",0.628898,0.699857
"x33","x36",0.270182,0.282752
"x36","x36",1,1
"x38","x36",0.298578,0.439216
"x39","x36",0.281638,0.320476
"x40","x36",0.262594,0.318511
"x41","x36",0.318638,0.292952
"x42","x36",0.049943,0.051081
"x43","x36",0.078052,0.06692
"x44","x36",0.198465,0.254261
"x45","x36",0.143119,0.099815
"x46","x36",0.282497,0.305693
"x47","x36",0.389082,0.249896
"x48","x36",0.362623,0.270726
"x49","x36",0.249246,0.162696
"x50","x36",0.234948,0.315937
"x51","x36",0.210768,0.194319
"x52","x36",0.230119,0.14852
"x1","x38",0.445299,0.512476
"x2","x38",0.54217,0.54279
"x3","x38",0.551738,0.500812
"x4","x38",0.509796,0.511724
"x5","x38",0.510652,0.335197
"x6","x38",0.465051,0.385421
"x9","x38",0.272603,0.271989
"x12","x38",0.490555,0.451205
"x13","x38",0.325257,0.354806
"x15","x38",0.424252,0.301741
"x17","x38",0.364278,0.302113
"x18","x38",0.353763,0.284388
"x19","x38",0.357133,0.373836
"x21","x38",0.34088,0.295988
"x24","x38",0.444564,0.432406
"x26","x38",0.354159,0.271596
"x27","x38",0.418927,0.23055
"x28","x38",0.259549,0.210342
"x29","x38",0.189082,0.175666
"x30","x38",0.274405,0.309706
"x31","x38",0.367306,0.255545
"x32","x38",0.269543,0.365324
"x33","x38",0.282542,0.193055
"x36","x38",0.298578,0.439216
"x38","x38",1,1
"x39","x38",0.555456,0.597182
"x40","x38",0.523277,0.499966
"x41","x38",0.568852,0.619679
"x42","x38",0.395859,-0.003578
"x43","x38",0.402472,0.216328
"x44","x38",0.419948,0.415473
"x45","x38",0.318313,0.235998
"x46","x38",0.412031,0.558384
"x47","x38",0.494181,0.441257
"x48","x38",0.58656,0.520587
"x49","x38",0.490694,0.473161
"x50","x38",0.37201,0.40186
"x51","x38",0.508719,0.375463
"x52","x38",0.653737,0.509618
"x1","x39",0.327879,0.446014
"x2","x39",0.400798,0.475664
"x3","x39",0.466276,0.472379
"x4","x39",0.356238,0.432367
"x5","x39",0.32819,0.30716
"x6","x39",0.325688,0.346321
"x9","x39",0.16349,0.284811
"x12","x39",0.350756,0.286559
"x13","x39",0.306744,0.332737
"x15","x39",0.275583,0.328708
"x17","x39",0.157248,0.395358
"x18","x39",0.327311,0.466742
"x19","x39",0.34356,0.270963
"x21","x39",0.333548,0.406361
"x24","x39",0.2632,0.270365
"x26","x39",0.216183,0.25366
"x27","x39",0.295149,0.286596
"x28","x39",0.248544,0.261536
"x29","x39",0.225516,0.166252
"x30","x39",0.377396,0.197843
"x31","x39",0.20557,0.237296
"x32","x39",0.237518,0.393959
"x33","x39",0.307191,0.152288
"x36","x39",0.281638,0.320476
"x38","x39",0.555456,0.597182
"x39","x39",1,1
"x40","x39",0.495041,0.435242
"x41","x39",0.582419,0.592146
"x42","x39",0.254488,-0.060203
"x43","x39",0.317164,0.09627
"x44","x39",0.28502,0.252185
"x45","x39",0.149323,0.124221
"x46","x39",0.289838,0.411018
"x47","x39",0.411421,0.302292
"x48","x39",0.437164,0.450913
"x49","x39",0.378182,0.454245
"x50","x39",0.330156,0.384277
"x51","x39",0.288976,0.165394
"x52","x39",0.437133,0.283294
"x1","x40",0.507606,0.568017
"x2","x40",0.637358,0.633741
"x3","x40",0.493782,0.536086
"x4","x40",0.331193,0.500974
"x5","x40",0.326145,0.351887
"x6","x40",0.405607,0.529731
"x9","x40",0.237111,0.271104
"x12","x40",0.242905,0.447157
"x13","x40",0.287678,0.434961
"x15","x40",0.291051,0.425541
"x17","x40",0.229852,0.272054
"x18","x40",0.282731,0.292294
"x19","x40",0.255115,0.422901
"x21","x40",0.304991,0.340169
"x24","x40",0.16708,0.277484
"x26","x40",0.372523,0.377809
"x27","x40",0.444274,0.357103
"x28","x40",0.372585,0.336514
"x29","x40",0.35422,0.283647
"x30","x40",0.291,0.31263
"x31","x40",0.168796,0.392142
"x32","x40",0.277259,0.255155
"x33","x40",0.174375,0.307439
"x36","x40",0.262594,0.318511
"x38","x40",0.523277,0.499966
"x39","x40",0.495041,0.435242
"x40","x40",1,1
"x41","x40",0.587419,0.646666
"x42","x40",0.177475,0.048266
"x43","x40",0.217206,0.272878
"x44","x40",0.080708,0.33789
"x45","x40",0.029784,0.326069
"x46","x40",0.258516,0.434754
"x47","x40",0.040135,0.467713
"x48","x40",0.478334,0.331847
"x49","x40",0.307138,0.277789
"x50","x40",0.447903,0.403666
"x51","x40",0.280229,0.407299
"x52","x40",0.391443,0.393836
"x1","x41",0.432983,0.577177
"x2","x41",0.517503,0.610488
"x3","x41",0.467665,0.585964
"x4","x41",0.349283,0.529547
"x5","x41",0.350817,0.38927
"x6","x41",0.403077,0.493327
"x9","x41",0.20737,0.34825
"x12","x41",0.419124,0.575526
"x13","x41",0.306457,0.509411
"x15","x41",0.334716,0.368431
"x17","x41",0.315105,0.479275
"x18","x41",0.416905,0.373044
"x19","x41",0.311474,0.304477
"x21","x41",0.341421,0.450044
"x24","x41",0.231508,0.371474
"x26","x41",0.310501,0.361423
"x27","x41",0.295547,0.27782
"x28","x41",0.245297,0.297572
"x29","x41",0.294608,0.278467
"x30","x41",0.399068,0.269789
"x31","x41",0.290292,0.286423
"x32","x41",0.395035,0.272951
"x33","x41",0.321055,0.194181
"x36","x41",0.318638,0.292952
"x38","x41",0.568852,0.619679
"x39","x41",0.582419,0.592146
"x40","x41",0.587419,0.646666
"x41","x41",1,1
"x42","x41",0.315418,0.130285
"x43","x41",0.306383,0.279428
"x44","x41",0.329526,0.370854
"x45","x41",0.243383,0.321802
"x46","x41",0.378385,0.578942
"x47","x41",0.35787,0.46365
"x48","x41",0.357143,0.417233
"x49","x41",0.368469,0.437531
"x50","x41",0.386745,0.412899
"x51","x41",0.421235,0.343217
"x52","x41",0.475809,0.491683
"x1","x42",0.276034,0.234211
"x2","x42",0.198035,0.157678
"x3","x42",0.265298,0.243743
"x4","x42",0.205926,0.129374
"x5","x42",0.16398,0.214446
"x6","x42",0.339036,0.071963
"x9","x42",0.172659,0.102678
"x12","x42",0.273822,0.171566
"x13","x42",0.24584,0.276356
"x15","x42",0.226671,0.106694
"x17","x42",0.32127,0.036579
"x18","x42",0.374788,0.127888
"x19","x42",0.08535,-0.011112
"x21","x42",0.26122,0.153299
"x24","x42",0.220857,0.00245
"x26","x42",0.07402,0.162764
"x27","x42",-0.081592,0.059145
"x28","x42",-0.048843,0.037214
"x29","x42",-0.01452,0.053431
"x30","x42",0.124803,0.203068
"x31","x42",0.31189,0.06815
"x32","x42",0.102759,-0.047831
"x33","x42",0.193623,0.153983
"x36","x42",0.049943,0.051081
"x38","x42",0.395859,-0.003578
"x39","x42",0.254488,-0.060203
"x40","x42",0.177475,0.048266
"x41","x42",0.315418,0.130285
"x42","x42",1,1
"x43","x42",0.896533,0.746796
"x44","x42",0.805927,0.419843
"x45","x42",0.693842,0.587975
"x46","x42",0.427426,0.100185
"x47","x42",0.39723,0.175453
"x48","x42",0.107134,0.101138
"x49","x42",0.124036,0.110001
"x50","x42",0.080952,-0.167437
"x51","x42",0.751367,0.436513
"x52","x42",0.670958,0.489309
"x1","x43",0.347017,0.27649
"x2","x43",0.315359,0.230198
"x3","x43",0.284597,0.331873
"x4","x43",0.233356,0.352944
"x5","x43",0.255198,0.306859
"x6","x43",0.340412,0.230901
"x9","x43",0.164064,0.098005
"x12","x43",0.251739,0.252649
"x13","x43",0.260714,0.398342
"x15","x43",0.307598,0.055268
"x17","x43",0.364834,0.10392
"x18","x43",0.414837,0.226543
"x19","x43",0.135235,0.106288
"x21","x43",0.29128,0.123541
"x24","x43",0.238042,-0.013208
"x26","x43",0.073392,0.07518
"x27","x43",-0.018515,-0.025059
"x28","x43",-0.041347,0.086173
"x29","x43",-0.052308,0.024818
"x30","x43",0.06421,0.231105
"x31","x43",0.189088,0.080533
"x32","x43",0.110571,0.040573
"x33","x43",0.124939,0.213402
"x36","x43",0.078052,0.06692
"x38","x43",0.402472,0.216328
"x39","x43",0.317164,0.09627
"x40","x43",0.217206,0.272878
"x41","x43",0.306383,0.279428
"x42","x43",0.896533,0.746796
"x43","x43",1,1
"x44","x43",0.735874,0.675286
"x45","x43",0.650284,0.627844
"x46","x43",0.371447,0.313781
"x47","x43",0.37039,0.27661
"x48","x43",0.140674,0.114789
"x49","x43",0.113158,0.101509
"x50","x43",0.025748,-0.11642
"x51","x43",0.691276,0.47697
"x52","x43",0.702698,0.553636
"x1","x44",0.281073,0.361379
"x2","x44",0.211112,0.403024
"x3","x44",0.306597,0.394804
"x4","x44",0.278318,0.438318
"x5","x44",0.367324,0.316655
"x6","x44",0.423878,0.438203
"x9","x44",0.184111,0.307738
"x12","x44",0.480353,0.489967
"x13","x44",0.330586,0.452023
"x15","x44",0.338035,0.274987
"x17","x44",0.492141,0.439837
"x18","x44",0.414163,0.519123
"x19","x44",0.20826,0.338786
"x21","x44",0.418116,0.310657
"x24","x44",0.343063,0.260077
"x26","x44",0.046391,0.100207
"x27","x44",-0.0311,0.056165
"x28","x44",-0.027289,0.049601
"x29","x44",-0.096629,0.088677
"x30","x44",0.178738,0.18937
"x31","x44",0.225865,0.33856
"x32","x44",0.179054,0.295924
"x33","x44",0.260467,0.229098
"x36","x44",0.198465,0.254261
"x38","x44",0.419948,0.415473
"x39","x44",0.28502,0.252185
"x40","x44",0.080708,0.33789
"x41","x44",0.329526,0.370854
"x42","x44",0.805927,0.419843
"x43","x44",0.735874,0.675286
"x44","x44",1,1
"x45","x44",0.777465,0.811208
"x46","x44",0.45661,0.641846
"x47","x44",0.505152,0.459982
"x48","x44",0.23551,0.267556
"x49","x44",0.192314,0.238661
"x50","x44",0.076925,0.08132
"x51","x44",0.772057,0.695021
"x52","x44",0.745226,0.632285
"x1","x45",0.175825,0.437373
"x2","x45",0.129295,0.402819
"x3","x45",0.224369,0.410634
"x4","x45",0.147834,0.367266
"x5","x45",0.376584,0.437693
"x6","x45",0.402211,0.42348
"x9","x45",0.128044,0.292867
"x12","x45",0.322629,0.413796
"x13","x45",0.269811,0.39725
"x15","x45",0.282537,0.314973
"x17","x45",0.411904,0.229821
"x18","x45",0.463828,0.332766
"x19","x45",0.275055,0.19184
"x21","x45",0.215958,0.23073
"x24","x45",0.213523,0.143273
"x26","x45",-0.080846,0.084931
"x27","x45",-0.165047,0.091623
"x28","x45",-0.15282,-0.011733
"x29","x45",-0.211963,0.077522
"x30","x45",-0.018864,0.0604
"x31","x45",0.134686,0.247043
"x32","x45",0.23541,0.093762
"x33","x45",0.172569,0.117146
"x36","x45",0.143119,0.099815
"x38","x45",0.318313,0.235998
"x39","x45",0.149323,0.124221
"x40","x45",0.029784,0.326069
"x41","x45",0.243383,0.321802
"x42","x45",0.693842,0.587975
"x43","x45",0.650284,0.627844
"x44","x45",0.777465,0.811208
"x45","x45",1,1
"x46","x45",0.319105,0.483942
"x47","x45",0.428148,0.42908
"x48","x45",0.106472,0.094298
"x49","x45",0.074768,0.164242
"x50","x45",0.118455,0.119444
"x51","x45",0.596851,0.7227
"x52","x45",0.488118,0.594166
"x1","x46",0.478403,0.551348
"x2","x46",0.382629,0.580578
"x3","x46",0.348384,0.527496
"x4","x46",0.290667,0.482619
"x5","x46",0.273431,0.34735
"x6","x46",0.44821,0.51453
"x9","x46",0.306051,0.36438
"x12","x46",0.259498,0.566376
"x13","x46",0.22893,0.580963
"x15","x46",0.417739,0.323845
"x17","x46",0.308481,0.529306
"x18","x46",0.30799,0.555
"x19","x46",0.216013,0.440741
"x21","x46",0.482464,0.33561
"x24","x46",0.305753,0.398776
"x26","x46",0.223874,0.308463
"x27","x46",0.210918,0.362557
"x28","x46",0.173888,0.187919
"x29","x46",0.020288,0.26137
"x30","x46",0.268382,0.310667
"x31","x46",0.333096,0.423554
"x32","x46",0.271718,0.371452
"x33","x46",0.201581,0.358843
"x36","x46",0.282497,0.305693
"x38","x46",0.412031,0.558384
"x39","x46",0.289838,0.411018
"x40","x46",0.258516,0.434754
"x41","x46",0.378385,0.578942
"x42","x46",0.427426,0.100185
"x43","x46",0.371447,0.313781
"x44","x46",0.45661,0.641846
"x45","x46",0.319105,0.483942
"x46","x46",1,1
"x47","x46",0.654198,0.807486
"x48","x46",0.481766,0.499991
"x49","x46",0.468669,0.581073
"x50","x46",0.228532,0.333729
"x51","x46",0.500532,0.4887
"x52","x46",0.510362,0.60579
"x1","x47",0.255134,0.538384
"x2","x47",0.21739,0.48514
"x3","x47",0.251127,0.622291
"x4","x47",0.347817,0.468765
"x5","x47",0.469389,0.443407
"x6","x47",0.459097,0.568323
"x9","x47",0.18978,0.394715
"x12","x47",0.497343,0.481155
"x13","x47",0.30546,0.465102
"x15","x47",0.425983,0.441538
"x17","x47",0.446547,0.306365
"x18","x47",0.479998,0.390493
"x19","x47",0.346821,0.458247
"x21","x47",0.377708,0.346544
"x24","x47",0.522382,0.299674
"x26","x47",-0.029324,0.514175
"x27","x47",0.057748,0.541531
"x28","x47",0.102174,0.329373
"x29","x47",0.07404,0.290076
"x30","x47",0.126752,0.290735
"x31","x47",0.410363,0.454237
"x32","x47",0.300473,0.349634
"x33","x47",0.28026,0.441137
"x36","x47",0.389082,0.249896
"x38","x47",0.494181,0.441257
"x39","x47",0.411421,0.302292
"x40","x47",0.040135,0.467713
"x41","x47",0.35787,0.46365
"x42","x47",0.39723,0.175453
"x43","x47",0.37039,0.27661
"x44","x47",0.505152,0.459982
"x45","x47",0.428148,0.42908
"x46","x47",0.654198,0.807486
"x47","x47",1,1
"x48","x47",0.347999,0.533595
"x49","x47",0.384055,0.568374
"x50","x47",0.150614,0.326308
"x51","x47",0.435366,0.33937
"x52","x47",0.423412,0.485087
"x1","x48",0.375777,0.39948
"x2","x48",0.426031,0.43313
"x3","x48",0.453752,0.403953
"x4","x48",0.495554,0.423155
"x5","x48",0.186663,0.348712
"x6","x48",0.429343,0.302507
"x9","x48",0.226527,0.289347
"x12","x48",0.315825,0.338264
"x13","x48",0.083239,0.332159
"x15","x48",0.314121,0.259871
"x17","x48",0.187242,0.293409
"x18","x48",0.112021,0.246775
"x19","x48",0.202477,0.276588
"x21","x48",0.3788,0.327756
"x24","x48",0.374015,0.311672
"x26","x48",0.272927,0.28655
"x27","x48",0.324736,0.228515
"x28","x48",0.312598,0.156874
"x29","x48",0.23431,0.145792
"x30","x48",0.241671,0.245561
"x31","x48",0.211629,0.285658
"x32","x48",0.352475,0.232747
"x33","x48",0.218482,0.197847
"x36","x48",0.362623,0.270726
"x38","x48",0.58656,0.520587
"x39","x48",0.437164,0.450913
"x40","x48",0.478334,0.331847
"x41","x48",0.357143,0.417233
"x42","x48",0.107134,0.101138
"x43","x48",0.140674,0.114789
"x44","x48",0.23551,0.267556
"x45","x48",0.106472,0.094298
"x46","x48",0.481766,0.499991
"x47","x48",0.347999,0.533595
"x48","x48",1,1
"x49","x48",0.576807,0.626793
"x50","x48",0.42394,0.448632
"x51","x48",0.29919,0.152228
"x52","x48",0.38852,0.24934
"x1","x49",0.352307,0.3951
"x2","x49",0.369663,0.414953
"x3","x49",0.391607,0.479207
"x4","x49",0.34386,0.461424
"x5","x49",0.198794,0.288103
"x6","x49",0.396071,0.347608
"x9","x49",0.237958,0.331974
"x12","x49",0.312061,0.396036
"x13","x49",0.27229,0.387357
"x15","x49",0.297206,0.274824
"x17","x49",0.184357,0.39184
"x18","x49",0.151556,0.230823
"x19","x49",0.125329,0.281431
"x21","x49",0.402645,0.405527
"x24","x49",0.306277,0.39737
"x26","x49",0.414658,0.319498
"x27","x49",0.43134,0.28086
"x28","x49",0.358081,0.229885
"x29","x49",0.152585,0.241029
"x30","x49",0.300334,0.259189
"x31","x49",0.326588,0.288577
"x32","x49",0.344286,0.265744
"x33","x49",0.279496,0.22186
"x36","x49",0.249246,0.162696
"x38","x49",0.490694,0.473161
"x39","x49",0.378182,0.454245
"x40","x49",0.307138,0.277789
"x41","x49",0.368469,0.437531
"x42","x49",0.124036,0.110001
"x43","x49",0.113158,0.101509
"x44","x49",0.192314,0.238661
"x45","x49",0.074768,0.164242
"x46","x49",0.468669,0.581073
"x47","x49",0.384055,0.568374
"x48","x49",0.576807,0.626793
"x49","x49",1,1
"x50","x49",0.388885,0.434395
"x51","x49",0.24367,0.05731
"x52","x49",0.310099,0.238217
"x1","x50",0.290319,0.361183
"x2","x50",0.354609,0.348166
"x3","x50",0.331003,0.40435
"x4","x50",0.355635,0.288515
"x5","x50",0.117137,0.30965
"x6","x50",0.297293,0.293867
"x9","x50",0.185684,0.157387
"x12","x50",0.304141,0.401894
"x13","x50",0.203914,0.356288
"x15","x50",0.210019,0.348665
"x17","x50",0.311477,0.331531
"x18","x50",0.394918,0.189278
"x19","x50",0.227306,0.346123
"x21","x50",0.20533,0.215358
"x24","x50",0.29043,0.300977
"x26","x50",0.269768,0.307812
"x27","x50",0.373232,0.292989
"x28","x50",0.347489,0.29891
"x29","x50",0.392973,0.289116
"x30","x50",0.311255,0.276819
"x31","x50",0.24312,0.256843
"x32","x50",0.286528,0.317428
"x33","x50",0.291995,0.208753
"x36","x50",0.234948,0.315937
"x38","x50",0.37201,0.40186
"x39","x50",0.330156,0.384277
"x40","x50",0.447903,0.403666
"x41","x50",0.386745,0.412899
"x42","x50",0.080952,-0.167437
"x43","x50",0.025748,-0.11642
"x44","x50",0.076925,0.08132
"x45","x50",0.118455,0.119444
"x46","x50",0.228532,0.333729
"x47","x50",0.150614,0.326308
"x48","x50",0.42394,0.448632
"x49","x50",0.388885,0.434395
"x50","x50",1,1
"x51","x50",0.179861,0.176971
"x52","x50",0.250452,0.219906
"x1","x51",0.358797,0.427887
"x2","x51",0.396004,0.435387
"x3","x51",0.365209,0.353671
"x4","x51",0.354356,0.428191
"x5","x51",0.171117,0.303467
"x6","x51",0.375368,0.295051
"x9","x51",0.121527,0.168761
"x12","x51",0.398213,0.446889
"x13","x51",0.333241,0.45098
"x15","x51",0.304385,0.172575
"x17","x51",0.252278,0.385447
"x18","x51",0.311146,0.461953
"x19","x51",0.124818,0.240756
"x21","x51",0.367655,0.221413
"x24","x51",0.327667,0.202057
"x26","x51",0.154038,0.135618
"x27","x51",0.107531,0.055666
"x28","x51",0.094088,0.110942
"x29","x51",0.01828,0.088415
"x30","x51",0.135132,0.177058
"x31","x51",0.075483,0.346951
"x32","x51",0.256601,0.133418
"x33","x51",0.163416,0.154085
"x36","x51",0.210768,0.194319
"x38","x51",0.508719,0.375463
"x39","x51",0.288976,0.165394
"x40","x51",0.280229,0.407299
"x41","x51",0.421235,0.343217
"x42","x51",0.751367,0.436513
"x43","x51",0.691276,0.47697
"x44","x51",0.772057,0.695021
"x45","x51",0.596851,0.7227
"x46","x51",0.500532,0.4887
"x47","x51",0.435366,0.33937
"x48","x51",0.29919,0.152228
"x49","x51",0.24367,0.05731
"x50","x51",0.179861,0.176971
"x51","x51",1,1
"x52","x51",0.877012,0.814694
"x1","x52",0.455967,0.483728
"x2","x52",0.53179,0.467431
"x3","x52",0.480839,0.46895
"x4","x52",0.456523,0.387513
"x5","x52",0.369034,0.329092
"x6","x52",0.409247,0.363569
"x9","x52",0.233089,0.252349
"x12","x52",0.45587,0.481692
"x13","x52",0.339144,0.52692
"x15","x52",0.339442,0.357118
"x17","x52",0.34751,0.422682
"x18","x52",0.335002,0.492833
"x19","x52",0.249802,0.30015
"x21","x52",0.385409,0.283326
"x24","x52",0.310489,0.256369
"x26","x52",0.2547,0.217195
"x27","x52",0.2811,0.120338
"x28","x52",0.205642,0.167438
"x29","x52",0.143952,0.190232
"x30","x52",0.274272,0.19912
"x31","x52",0.151419,0.264195
"x32","x52",0.206577,0.176638
"x33","x52",0.2467,0.244788
"x36","x52",0.230119,0.14852
"x38","x52",0.653737,0.509618
"x39","x52",0.437133,0.283294
"x40","x52",0.391443,0.393836
"x41","x52",0.475809,0.491683
"x42","x52",0.670958,0.489309
"x43","x52",0.702698,0.553636
"x44","x52",0.745226,0.632285
"x45","x52",0.488118,0.594166
"x46","x52",0.510362,0.60579
"x47","x52",0.423412,0.485087
"x48","x52",0.38852,0.24934
"x49","x52",0.310099,0.238217
"x50","x52",0.250452,0.219906
"x51","x52",0.877012,0.814694
"x52","x52",1,1
