k1,k2,teicher2015,tuominen2022,joint
37,0,0.51728,0.461346,0.502554
37,1,0.547177,0.545905,0.552414
37,2,0.504781,0.564968,0.531069
37,3,0.515595,0.485121,0.507336
37,4,0.332671,0.556401,0.426302
37,5,0.351657,0.447197,0.391908
37,6,0.448988,0.480547,0.468592
37,7,0.3923,0.391286,0.383595
37,8,0.311685,0.196189,0.268498
37,9,0.195672,0.244009,0.210738
37,10,0.262156,0.256755,0.269766
37,11,0.474422,0.521603,0.504299
37,12,0.407505,0.376567,0.400194
37,13,0.367829,0.316335,0.35008
37,14,0.297671,0.482257,0.348644
37,15,0.37414,0.124721,0.277118
37,16,0.307457,0.507288,0.414811
37,17,0.286455,0.369527,0.320115
37,18,0.389734,0.304891,0.352403
37,19,0.307037,0.338547,0.321613
37,20,0.326087,0.328131,0.336281
37,21,0.237121,0.376821,0.310918
37,22,0.193191,0.228689,0.211251
37,23,0.435959,0.430667,0.43413
37,24,0.389532,0.463706,0.412857
37,25,0.267817,0.349209,0.300943
37,26,0.237946,0.388249,0.298302
37,27,0.216584,0.238799,0.225117
37,28,0.170937,0.138492,0.160195
37,29,0.313537,0.292577,0.305128
37,30,0.262322,0.417368,0.336352
37,31,0.371361,0.301214,0.349411
37,32,0.221957,0.308936,0.251278
37,33,0.132895,0.290927,0.205252
37,34,0.238149,0.359897,0.294276
37,35,0.46962,0.24988,0.383481
37,36,0.431752,0.281996,0.373467
38,0,0.456997,0.339874,0.421453
38,1,0.477348,0.41244,0.463289
38,2,0.49137,0.457945,0.481857
38,3,0.438055,0.324845,0.398899
38,4,0.336107,0.34567,0.342827
38,5,0.349333,0.27637,0.324813
38,6,0.302159,0.340553,0.32698
38,7,0.371294,0.275047,0.334424
38,8,0.307559,0.113036,0.236395
38,9,0.195492,0.103938,0.159336
38,10,0.266884,0.164822,0.23719
38,11,0.275279,0.382329,0.338885
38,12,0.327678,0.356507,0.350383
38,13,0.323154,0.399719,0.365594
38,14,0.350059,0.280212,0.300973
38,15,0.2115,-0.00264896,0.126478
38,16,0.41834,0.246059,0.340749
38,17,0.560501,0.256344,0.426626
38,18,0.284509,0.301216,0.278391
38,19,0.244504,0.34567,0.286212
38,20,0.40476,0.354444,0.392378
38,21,0.393662,0.342491,0.378706
38,22,0.429509,0.275904,0.371146
38,23,0.284659,0.22495,0.263336
38,24,0.318454,0.35234,0.327636
38,25,0.282583,0.229982,0.264648
38,26,0.291901,0.271447,0.291508
38,27,0.259559,0.249871,0.255457
38,28,0.178721,0.205986,0.190887
38,29,0.194097,0.394388,0.27041
38,30,0.228967,0.186125,0.218419
38,31,0.404897,0.260154,0.352925
38,32,0.140501,0.287715,0.191604
38,33,0.0812489,0.383479,0.212118
38,34,0.244204,0.362599,0.296672
38,35,0.358304,0.270965,0.326287
38,36,0.307186,0.286669,0.304283
38,37,0.616091,0.52856,0.586975
39,0,0.572467,0.533584,0.553579
39,1,0.64442,0.653824,0.638702
39,2,0.535056,0.512342,0.526774
39,3,0.502405,0.333264,0.434616
39,4,0.347691,0.366874,0.355376
39,5,0.503215,0.47708,0.493975
39,6,0.576116,0.325597,0.471359
39,7,0.399954,0.366549,0.387466
39,8,0.271758,0.233014,0.258621
39,9,0.17659,0.162962,0.171254
39,10,0.332098,0.197619,0.279824
39,11,0.468602,0.323389,0.390923
39,12,0.498971,0.399988,0.446068
39,13,0.391536,0.407627,0.397802
39,14,0.433788,0.321354,0.389323
39,15,0.482307,0.143826,0.338392
39,16,0.279642,0.405925,0.34207
39,17,0.298531,0.385232,0.331872
39,18,0.436425,0.210566,0.365482
39,19,0.368826,0.419313,0.388286
39,20,0.363103,0.371476,0.365603
39,21,0.282658,0.312644,0.296197
39,22,0.248004,0.199089,0.228495
39,23,0.282872,0.171072,0.24166
39,24,0.216067,0.202094,0.210521
39,25,0.375869,0.366303,0.372931
39,26,0.362653,0.413261,0.379624
39,27,0.342603,0.368895,0.352167
39,28,0.285581,0.317894,0.297593
39,29,0.319958,0.281274,0.306187
39,30,0.402685,0.168508,0.302414
39,31,0.253362,0.261234,0.257108
39,32,0.301843,0.207187,0.268188
39,33,0.351702,0.0902811,0.250292
39,34,0.313591,0.332052,0.321285
39,35,0.317385,0.265153,0.29494
39,36,0.330017,0.281774,0.308488
39,37,0.500119,0.532403,0.512324
39,38,0.453839,0.510732,0.474877
40,0,0.57673,0.448257,0.532748
40,1,0.613239,0.534683,0.588055
40,2,0.592271,0.5023,0.560755
40,3,0.533136,0.350506,0.465839
40,4,0.392256,0.373552,0.386548
40,5,0.43952,0.392228,0.423552
40,6,0.549968,0.370193,0.482779
40,7,0.576259,0.70387,0.600678
40,8,0.286058,0.127961,0.228028
40,9,0.24848,0.273896,0.255443
40,10,0.448234,0.224015,0.367787
40,11,0.593943,0.460095,0.531194
40,12,0.544187,0.291591,0.429624
40,13,0.457311,0.372406,0.420493
40,14,0.331592,0.383339,0.329606
40,15,0.609264,0.113706,0.419889
40,16,0.505549,0.497085,0.506208
40,17,0.394652,0.526813,0.443347
40,18,0.309347,0.264647,0.287556
40,19,0.27498,0.417463,0.333829
40,20,0.423129,0.344509,0.395043
40,21,0.461082,0.338317,0.411118
40,22,0.543316,0.27734,0.439449
40,23,0.356345,0.213939,0.304434
40,24,0.478203,0.310495,0.417566
40,25,0.362598,0.338128,0.354692
40,26,0.286784,0.317927,0.302391
40,27,0.301115,0.248805,0.281249
40,28,0.27732,0.297631,0.286166
40,29,0.273529,0.430867,0.334302
40,30,0.290899,0.306427,0.30208
40,31,0.275969,0.387031,0.330432
40,32,0.208879,0.35361,0.260997
40,33,0.117263,0.277816,0.188331
40,34,0.237532,0.477678,0.342194
40,35,0.292116,0.375775,0.330624
40,36,0.292686,0.309708,0.303526
40,37,0.622077,0.604898,0.617879
40,38,0.604444,0.590881,0.601921
40,39,0.652585,0.613702,0.637414
41,0,0.233993,0.410203,0.368382
41,1,0.163551,0.409333,0.341742
41,2,0.24308,0.407033,0.346865
41,3,0.130355,0.218384,0.202987
41,4,0.211761,0.00318576,0.105998
41,5,-0.00582282,0.436578,0.274918
41,6,0.167742,0.360484,0.313883
41,7,0.0643779,0.378911,0.22255
41,8,0.238102,0.118457,0.164883
41,9,-0.0845621,0.334885,0.171024
41,10,0.127728,0.357033,0.298788
41,11,0.178012,0.270607,0.278208
41,12,0.244669,0.285159,0.297938
41,13,0.377662,0.117736,0.251337
41,14,0.111186,0.18722,0.109868
41,15,-0.752513,0.0514758,-0.0432706
41,16,-0.749886,0.23891,0.166488
41,17,-0.718387,0.174351,0.076072
41,18,-0.0414752,0.112348,0.0210543
41,19,-0.772703,0.00318576,-0.0559222
41,20,0.170428,0.23059,0.242326
41,21,0.139564,0.413638,0.347647
41,22,0.103598,0.0733779,0.0958503
41,23,-0.0210013,0.223884,0.141717
41,24,0.11858,0.464585,0.32084
41,25,0.166914,0.398061,0.300838
41,26,0.0524248,0.143702,0.12824
41,27,0.0410373,0.0995733,0.0763508
41,28,0.0561121,0.0995733,0.0871293
41,29,0.212628,0.289427,0.251183
41,30,0.0737903,0.364574,0.285354
41,31,-0.0563446,0.138484,0.113876
41,32,0.166454,0.215566,0.178644
41,33,0.111901,0.306861,0.246229
41,34,0.211761,0.340192,0.297792
41,35,-0.120869,0.0715405,0.0352745
41,36,-0.0101916,0.106372,0.0917067
41,37,-0.00341693,0.521603,0.352569
41,38,-0.0568562,0.297917,0.191464
41,39,0.0426721,0.353133,0.227697
41,40,0.132658,0.380242,0.29629
42,0,0.287895,0.440275,0.409259
42,1,0.234715,0.420713,0.386695
42,2,0.346874,0.362554,0.354771
42,3,0.365639,0.269092,0.318948
42,4,0.309697,0.175966,0.240039
42,5,0.184875,0.396873,0.310775
42,6,0.310969,0.324526,0.341496
42,7,0.174887,0.253662,0.177594
42,8,0.0478583,0.129687,0.102281
42,9,0.0123093,0.113845,0.0601644
42,10,0.252023,0.33686,0.332349
42,11,0.269525,0.275021,0.313592
42,12,0.462963,0.290319,0.387145
42,13,0.43819,0.204631,0.328255
42,14,0.0532856,0.262679,0.110889
42,15,0.0724435,0.175105,0.121977
42,16,0.100319,0.280622,0.253187
42,17,0.219843,0.363712,0.290046
42,18,0.113178,0.148505,0.0904781
42,19,0.0470331,0.175966,0.1361
42,20,0.114689,0.281274,0.261169
42,21,0.158319,0.317512,0.288325
42,22,0.222549,0.0648099,0.142882
42,23,-0.0235397,0.272373,0.164186
42,24,-0.0178062,0.332812,0.188176
42,25,0.0730253,0.181549,0.141375
42,26,-0.0254414,0.124751,0.0913379
42,27,0.0978046,0.0314468,0.0576143
42,28,0.0115296,0.014533,0.0228363
42,29,0.23988,0.114556,0.160485
42,30,0.083307,0.222324,0.194545
42,31,0.0476964,0.130765,0.142458
42,32,0.237921,0.138145,0.156086
42,33,0.166906,0.228167,0.214708
42,34,0.309697,0.216756,0.263257
42,35,-0.0390214,0.154083,0.110922
42,36,0.11138,0.0655938,0.108442
42,37,0.211415,0.465115,0.378289
42,38,0.109062,0.388681,0.300006
42,39,0.279928,0.292288,0.275445
42,40,0.283232,0.35744,0.331853
42,41,0.769658,0.917182,0.871923
43,0,0.356416,0.38914,0.40252
43,1,0.417488,0.384846,0.43353
43,2,0.398437,0.418609,0.409925
43,3,0.450175,0.328157,0.387512
43,4,0.328832,0.387399,0.361324
43,5,0.487324,0.464362,0.465372
43,6,0.425883,0.479897,0.471485
43,7,0.4738,0.392317,0.398928
43,8,0.277674,0.0699115,0.151211
43,9,0.186839,0.274821,0.220348
43,10,0.404539,0.357748,0.398424
43,11,0.521972,0.54847,0.55665
43,12,0.43612,0.362522,0.412679
43,13,0.514772,0.34723,0.435561
43,14,0.263431,0.352817,0.252777
43,15,0.327208,-0.823239,0.0545596
43,16,0.478654,0.491427,0.493842
43,17,0.615586,0.324671,0.465169
43,18,0.354917,0.283878,0.27723
43,19,0.385412,0.20266,0.289647
43,20,0.314516,0.449116,0.420533
43,21,0.377044,0.527198,0.481714
43,22,0.390318,0.29062,0.335866
43,23,0.293585,0.381037,0.335632
43,24,0.212787,0.602239,0.4173
43,25,0.110926,0.240742,0.18875
43,26,0.0452127,0.217687,0.162412
43,27,0.0538067,0.166969,0.118548
43,28,0.10443,0.0243456,0.0627178
43,29,0.205367,0.30706,0.256765
43,30,0.354953,0.265036,0.315297
43,31,0.29645,0.252545,0.294222
43,32,0.199298,0.35032,0.267046
43,33,0.19334,0.256008,0.24028
43,34,0.398888,0.318055,0.356692
43,35,0.291674,0.244689,0.272
43,36,0.250464,0.269356,0.275078
43,37,0.439143,0.534697,0.500815
43,38,0.257915,0.36172,0.335179
43,39,0.351718,0.218143,0.264127
43,40,0.37745,0.419387,0.404918
43,41,0.428228,0.764322,0.700657
43,42,0.736195,0.69197,0.738644
44,0,0.469406,0.367995,0.434499
44,1,0.412974,0.278928,0.3717
44,2,0.434405,0.336727,0.383216
44,3,0.376362,0.248438,0.317318
44,4,0.469243,0.352684,0.410851
44,5,0.381412,0.439154,0.413177
44,6,0.437081,0.45802,0.461683
44,7,0.482801,0.52437,0.472762
44,8,0.250358,0.172152,0.207257
44,9,0.178265,0.179925,0.169335
44,10,0.417416,0.273627,0.358139
44,11,0.433127,0.297109,0.378846
44,12,0.432692,0.357449,0.406755
44,13,0.485035,0.302032,0.400689
44,14,0.32644,0.197705,0.206288
44,15,0.397369,0.102942,0.249997
44,16,0.244222,0.397785,0.362609
44,17,0.358172,0.224341,0.281721
44,18,0.195832,0.251985,0.197347
44,19,0.190449,0.352684,0.287157
44,20,0.218517,0.187356,0.226798
44,21,0.320916,0.303909,0.328225
44,22,0.257843,-0.0358156,0.126163
44,23,0.149192,0.261023,0.212864
44,24,0.110261,0.338908,0.23647
44,25,0.0819271,0.141543,0.119149
44,26,0.120125,0.0463896,0.0994282
44,27,-0.0260494,-0.0244614,-0.0221176
44,28,0.0776133,-0.0956976,-0.0115798
44,29,0.0429873,0.124322,0.0893533
44,30,0.250821,0.13673,0.202147
44,31,0.111094,0.353326,0.281867
44,32,0.101534,0.223552,0.158235
44,33,0.0208242,0.290893,0.197866
44,34,0.311834,0.40993,0.371258
44,35,0.107446,0.15117,0.144229
44,36,0.0701457,0.193156,0.160193
44,37,0.240641,0.455741,0.373924
44,38,0.125405,0.250784,0.213538
44,39,0.337072,0.198228,0.255777
44,40,0.340072,0.38147,0.369053
44,41,0.625148,0.528359,0.591204
44,42,0.655596,0.544389,0.617333
44,43,0.896069,0.721548,0.816205
45,0,0.561897,0.539047,0.557457
45,1,0.604885,0.455341,0.554494
45,2,0.533006,0.391587,0.47673
45,3,0.486523,0.307249,0.417413
45,4,0.354181,0.200343,0.294033
45,5,0.464198,0.473949,0.469756
45,6,0.515872,0.48341,0.506747
45,7,0.607442,0.373473,0.528789
45,8,0.290858,0.235369,0.268803
45,9,0.286257,0.324162,0.298616
45,10,0.441852,0.342311,0.407275
45,11,0.573589,0.311723,0.463638
45,12,0.636033,0.27876,0.493903
45,13,0.632531,0.234396,0.47603
45,14,0.27132,0.461094,0.338163
45,15,0.599655,0.230524,0.46797
45,16,0.579912,0.227281,0.425276
45,17,0.597034,0.378013,0.505685
45,18,0.477679,0.225817,0.385128
45,19,0.33877,0.277993,0.314886
45,20,0.287348,0.483767,0.388398
45,21,0.348834,0.518958,0.439721
45,22,0.475883,0.43368,0.458894
45,23,0.387374,0.341033,0.368625
45,24,0.498139,0.272543,0.417608
45,25,0.313538,0.289241,0.304721
45,26,0.366659,0.327478,0.356287
45,27,0.189013,0.199791,0.193498
45,28,0.270133,0.0260689,0.168572
45,29,0.327694,0.278729,0.307059
45,30,0.432284,0.357003,0.40377
45,31,0.365249,0.273578,0.331777
45,32,0.324716,0.174324,0.259266
45,33,0.399519,0.146928,0.302997
45,34,0.445133,0.265993,0.375181
45,35,0.358072,0.260306,0.318446
45,36,0.311281,0.339833,0.329543
45,37,0.56967,0.430434,0.51656
45,38,0.429385,0.282505,0.374345
45,39,0.435907,0.333884,0.392119
45,40,0.59149,0.420039,0.52398
45,41,0.0950984,0.476087,0.364658
45,42,0.324592,0.360623,0.352851
45,43,0.676242,0.479929,0.572579
45,44,0.509986,0.343911,0.43077
46,0,0.554432,0.375685,0.489538
46,1,0.480384,0.340889,0.43137
46,2,0.652767,0.374037,0.545983
46,3,0.485659,0.380068,0.44564
46,4,0.46335,0.463365,0.462211
46,5,0.523765,0.520001,0.522013
46,6,0.562951,0.537819,0.551297
46,7,0.645352,0.12112,0.525425
46,8,0.290445,0.246312,0.274119
46,9,0.29491,0.269677,0.284517
46,10,0.519788,0.331143,0.45026
46,11,0.513706,0.482779,0.495086
46,12,0.449454,0.230873,0.359042
46,13,0.611019,0.401582,0.522978
46,14,0.399244,0.467139,0.418895
46,15,0.627831,-0.767911,0.447399
46,16,0.304991,0.273927,0.28825
46,17,0.439032,0.312388,0.385937
46,18,0.486678,0.309009,0.426893
46,19,0.396228,0.286606,0.354796
46,20,0.319829,0.313437,0.316441
46,21,0.424264,0.371539,0.400635
46,22,0.529948,0.455408,0.4998
46,23,0.274825,0.547616,0.391989
46,24,0.434403,0.436141,0.432905
46,25,0.538111,0.112252,0.346141
46,26,0.57447,0.174498,0.39497
46,27,0.340394,0.312816,0.329525
46,28,0.291097,0.157916,0.240673
46,29,0.284767,0.204969,0.255113
46,30,0.465433,0.330323,0.412891
46,31,0.377367,0.357862,0.368545
46,32,0.418829,0.238216,0.34953
46,33,0.457129,0.357211,0.419334
46,34,0.511004,0.276477,0.427157
46,35,0.273567,0.345391,0.306294
46,36,0.231976,0.339628,0.282369
46,37,0.449856,0.58745,0.499211
46,38,0.303179,0.37633,0.329855
46,39,0.488283,0.101507,0.334071
46,40,0.472254,0.352502,0.42799
46,41,0.188735,0.296533,0.248675
46,42,0.282274,0.351277,0.305882
46,43,0.486366,0.453918,0.453827
46,44,0.444632,0.285334,0.363262
46,45,0.86495,0.764659,0.827703
47,0,0.40581,0.393757,0.396316
47,1,0.437959,0.462764,0.437846
47,2,0.407654,0.48674,0.436357
47,3,0.422709,0.508704,0.455836
47,4,0.35859,0.171294,0.282392
47,5,0.300642,0.448319,0.355385
47,6,0.301072,0.468659,0.368397
47,7,0.266638,0.479267,0.328879
47,8,0.263138,0.221298,0.248417
47,9,0.287255,0.241017,0.271048
47,10,0.266271,0.211262,0.242638
47,11,0.341881,0.361823,0.346096
47,12,0.394991,0.143639,0.272068
47,13,0.226237,0.0410483,0.138272
47,14,0.292823,0.375239,0.316931
47,15,0.0373431,0.261982,0.125669
47,16,0.307681,0.307606,0.305561
47,17,0.270658,0.309744,0.285362
47,18,0.309125,0.248863,0.289631
47,19,0.142613,0.217926,0.17206
47,20,0.383888,0.423573,0.396495
47,21,0.13668,0.376953,0.245226
47,22,0.118081,0.155984,0.132942
47,23,0.32729,0.362973,0.340308
47,24,0.238606,0.401079,0.295783
47,25,0.291354,0.312858,0.298742
47,26,0.233991,0.367673,0.276389
47,27,0.154552,0.320424,0.214331
47,28,0.148908,0.263934,0.190127
47,29,0.245757,0.254735,0.24885
47,30,0.285014,0.202084,0.249261
47,31,0.234653,0.358074,0.285252
47,32,0.181074,0.213932,0.192575
47,33,0.214199,0.206008,0.210432
47,34,0.23283,0.32928,0.271843
47,35,0.271493,0.385049,0.318901
47,36,0.260657,0.398504,0.319027
47,37,0.523947,0.609959,0.555299
47,38,0.45518,0.424104,0.44136
47,39,0.33365,0.534288,0.407441
47,40,0.421815,0.368424,0.400846
47,41,0.104827,0.163425,0.134282
47,42,0.118022,0.194592,0.152777
47,43,0.28461,0.362973,0.316039
47,44,0.0858777,0.2441,0.169897
47,45,0.504213,0.480706,0.491798
47,46,0.550622,0.429267,0.502652
48,0,0.393614,0.336249,0.371269
48,1,0.418253,0.356484,0.394043
48,2,0.484091,0.405994,0.456144
48,3,0.465432,0.29429,0.398903
48,4,0.286611,0.149093,0.231599
48,5,0.341833,0.378431,0.356009
48,6,0.289532,0.445239,0.354975
48,7,0.538288,0.0367765,0.375216
48,8,0.289326,0.182373,0.25206
48,9,0.26866,0.218626,0.250452
48,10,0.389176,0.237239,0.330902
48,11,0.411906,0.286303,0.347902
48,12,0.431804,0.268101,0.350971
48,13,0.313603,0.251789,0.283986
48,14,0.259385,0.348075,0.283126
48,15,0.383828,0.20391,0.312023
48,16,0.416712,0.246059,0.326601
48,17,0.23088,0.0951767,0.172814
48,18,0.317565,0.0808811,0.243922
48,19,0.129011,0.149093,0.137605
48,20,0.429797,0.412454,0.421051
48,21,0.379881,0.38873,0.38356
48,22,0.395889,0.266226,0.34306
48,23,0.422516,0.326866,0.387362
48,24,0.240874,0.189814,0.222075
48,25,0.316758,0.411624,0.351252
48,26,0.290879,0.41059,0.331687
48,27,0.233792,0.339777,0.272589
48,28,0.237805,0.122457,0.197152
48,29,0.264711,0.311249,0.281902
48,30,0.295077,0.355123,0.321013
48,31,0.267855,0.34359,0.300965
48,32,0.263771,0.303813,0.277078
48,33,0.159277,0.225,0.186478
48,34,0.0630358,0.262129,0.147317
48,35,0.169986,0.212147,0.188939
48,36,0.162717,0.213601,0.185821
48,37,0.473771,0.456131,0.466973
48,38,0.469218,0.361476,0.429665
48,39,0.279604,0.311851,0.291638
48,40,0.435317,0.37621,0.413742
48,41,0.11102,0.171956,0.149096
48,42,0.0991205,0.145893,0.127956
48,43,0.2436,0.281259,0.261284
48,44,0.178411,0.170229,0.174855
48,45,0.591391,0.465625,0.536114
48,46,0.582613,0.46765,0.537577
48,47,0.633065,0.606445,0.623438
49,0,0.362748,0.302642,0.334466
49,1,0.350932,0.357409,0.343832
49,2,0.409033,0.337565,0.381819
49,3,0.291114,0.340009,0.308231
49,4,0.308772,0.0851234,0.220192
49,5,0.310611,0.341588,0.320863
49,6,0.216222,0.226824,0.217258
49,7,0.374775,0.230272,0.330407
49,8,0.130173,0.183117,0.148022
49,9,0.165909,0.170457,0.167667
49,10,0.159226,0.157783,0.155528
49,11,0.412899,0.317291,0.358059
49,12,0.400775,0.206091,0.303457
49,13,0.449256,0.167172,0.309516
49,14,0.365298,0.166072,0.296542
49,15,0.272934,0.111543,0.211285
49,16,0.346378,0.428924,0.384424
49,17,0.192076,0.5252,0.326212
49,18,0.35248,0.196089,0.305795
49,19,0.307542,0.18371,0.258474
49,20,0.226299,0.222733,0.220421
49,21,0.185601,0.121972,0.154647
49,22,0.161988,0.0911853,0.13307
49,23,0.302925,0.276375,0.292501
49,24,0.281073,0.230272,0.262255
49,25,0.310617,0.283129,0.300527
49,26,0.297971,0.394138,0.325916
49,27,0.303929,0.349332,0.31982
49,28,0.287778,0.384733,0.321709
49,29,0.281703,0.322842,0.296296
49,30,0.261442,0.192032,0.230572
49,31,0.318521,0.277083,0.296894
49,32,0.220049,0.314834,0.253808
49,33,0.201044,0.268087,0.226098
49,34,0.183219,0.300144,0.230424
49,35,0.294705,0.276375,0.284176
49,36,0.344368,0.218641,0.288372
49,37,0.401714,0.3728,0.387781
49,38,0.394696,0.295614,0.355628
49,39,0.403697,0.420166,0.409178
49,40,0.41393,0.354665,0.390226
49,41,-0.173658,0.0791517,-0.0149192
49,42,-0.124224,0.00871635,-0.0434948
49,43,0.0869157,0.130844,0.10388
49,44,0.129041,0.238821,0.182234
49,45,0.336286,0.276712,0.309028
49,46,0.334939,0.103304,0.250218
49,47,0.452315,0.424338,0.442392
49,48,0.434609,0.405878,0.424001
50,0,0.428071,0.468793,0.467555
50,1,0.444215,0.509066,0.498423
50,2,0.363619,0.454054,0.410604
50,3,0.440346,0.429978,0.441729
50,4,0.308682,0.169249,0.250356
50,5,0.281658,0.374639,0.328855
50,6,0.34553,0.434169,0.405906
50,7,0.283828,0.558019,0.361935
50,8,0.178585,0.0602332,0.125197
50,9,0.035562,0.207204,0.110165
50,10,0.235704,0.262173,0.272994
50,11,0.464255,0.441674,0.473515
50,12,0.475765,0.347666,0.429216
50,13,0.523872,0.146902,0.364458
50,14,0.126111,0.300125,0.164059
50,15,0.369476,0.236452,0.297865
50,16,0.411649,0.225245,0.327649
50,17,0.510965,0.316819,0.41804
50,18,0.247894,0.0385378,0.143146
50,19,0.248241,0.113556,0.19118
50,20,0.257381,0.399282,0.354976
50,21,0.162793,0.479786,0.358245
50,22,0.117161,0.282659,0.208064
50,23,0.210026,0.325017,0.263437
50,24,0.206344,0.625542,0.38017
50,25,0.144429,0.288061,0.215418
50,26,0.0459141,0.259876,0.159652
50,27,0.123593,0.181274,0.149789
50,28,0.0860372,0.0910661,0.0924345
50,29,0.192534,0.20284,0.194524
50,30,0.353989,0.148066,0.270196
50,31,0.133249,0.314309,0.253426
50,32,0.139704,0.202489,0.157566
50,33,0.118337,0.233133,0.187513
50,34,0.308682,0.347039,0.332132
50,35,0.189011,0.274469,0.242707
50,36,0.220072,0.26851,0.258486
50,37,0.382369,0.587993,0.492666
50,38,0.171661,0.339757,0.271294
50,39,0.421832,0.390247,0.399165
50,40,0.342329,0.470451,0.409988
50,41,0.446223,0.767534,0.677396
50,42,0.479653,0.705977,0.652926
50,43,0.715121,0.82232,0.794273
50,44,0.785937,0.542289,0.676258
50,45,0.504448,0.557288,0.532297
50,46,0.351429,0.473669,0.39824
50,47,0.16183,0.356349,0.249311
50,48,0.0505602,0.309698,0.17884
50,49,0.176514,0.224543,0.190659
51,0,0.499779,0.520286,0.528851
51,1,0.476158,0.616543,0.573829
51,2,0.478966,0.560916,0.509919
51,3,0.388223,0.510356,0.449257
51,4,0.352763,0.43964,0.385468
51,5,0.309794,0.413114,0.356697
51,6,0.438311,0.494584,0.478089
51,7,0.334606,0.436691,0.325306
51,8,0.26553,0.212212,0.23358
51,9,0.172213,0.265811,0.196709
51,10,0.269765,0.275274,0.302865
51,11,0.486042,0.513925,0.52182
51,12,0.544906,0.343186,0.465462
51,13,0.600723,0.286328,0.468351
51,14,0.372678,0.399137,0.300727
51,15,0.396252,0.102825,0.250974
51,16,0.442427,0.487068,0.471462
51,17,0.574766,0.350435,0.463485
51,18,0.303888,0.267722,0.239773
51,19,0.296333,0.260754,0.276951
51,20,0.28515,0.413925,0.381165
51,21,0.24047,0.450055,0.371904
51,22,0.265157,0.255199,0.261041
51,23,0.256579,0.347546,0.289721
51,24,0.339686,0.594258,0.404555
51,25,0.23496,0.325436,0.27673
51,26,0.122424,0.38396,0.268661
51,27,0.161176,0.267248,0.206165
51,28,0.205995,0.195397,0.197282
51,29,0.194981,0.338425,0.253809
51,30,0.261782,0.226466,0.259508
51,31,0.180038,0.253425,0.250255
51,32,0.22947,0.283375,0.229164
51,33,0.225504,0.245718,0.244032
51,34,0.274391,0.413725,0.3414
51,35,0.157725,0.279397,0.233385
51,36,0.161018,0.279019,0.24257
51,37,0.525009,0.70457,0.611024
51,38,0.275034,0.475798,0.391621
51,39,0.401191,0.455417,0.40951
51,40,0.508254,0.514714,0.503249
51,41,0.502061,0.720934,0.668458
51,42,0.588345,0.746395,0.727242
51,43,0.662223,0.816341,0.772987
51,44,0.599645,0.519262,0.586841
51,45,0.621129,0.549444,0.582168
51,46,0.504638,0.513866,0.483069
51,47,0.246016,0.44783,0.327477
51,48,0.253986,0.345151,0.290317
51,49,0.228895,0.28508,0.235919
51,50,0.859125,0.921257,0.892037
