k1,k2,obs,pred,pval
0,0,0.05313623135646053,0.03662113884720441,1.0
1,0,0.31567514890051235,-0.0007812505565028624,1.0
2,0,0.07415589914459544,-0.0004410054547336321,0.91725
2,1,0.04244432911890533,0.00011250044049464076,0.79475
3,0,0.025945866024486328,-0.0011557191812830768,0.72375
3,1,0.027764109758091595,0.0013182051827560443,0.732
3,2,0.034688883445742405,-0.00022413635175411718,0.756
4,0,-0.017178102611036174,-0.001533573342080573,0.35525
4,1,0.0255013180008769,-0.0010128934450600424,0.74775
4,2,-0.013376454222549282,0.00030223425460371286,0.378
4,3,0.06910631899507613,-0.0008002157156982773,0.9075
5,0,0.11516195177875109,0.00014487703560727469,0.988
5,1,-0.0452198020749694,9.553412717731521e-05,0.1745
5,2,0.22620403959848387,0.00033036336923639544,1.0
5,3,0.11654647539909804,-0.00017761539016473933,0.98625
5,4,0.003916796992210107,-0.0006903439956917286,0.5385
6,0,0.03605364465732903,0.001138975105657153,0.7805
6,1,-0.005306927728178671,-0.00012605037821618426,0.45125
6,2,0.057628262256619774,0.0006394814322348446,0.88075
6,3,-0.018374303512408072,-0.0008751344203534986,0.3465
6,4,-7.518990869225026e-05,-0.0003778327105731382,0.51025
6,5,0.26314771866871467,0.0007853057740220175,1.0
7,0,-0.13768060659842893,-6.245551218055002e-05,0.001
7,1,-0.026752608491011916,0.000509364983952065,0.242
7,2,0.011092057876793298,0.000915734117159347,0.58525
7,3,0.008368035357042869,-0.0005964263246797223,0.57225
7,4,0.04579415981387653,-0.0011998304402927836,0.7925
7,5,-0.08823712066517139,-0.0006264365232182124,0.0485
7,6,-0.054725764171550666,0.00013534155673109672,0.107
8,0,-0.11101607168043467,-0.00011270417998035459,0.006
8,1,-0.07622203470808957,1.282788535007987e-05,0.02975
8,2,-0.013205647205519842,0.0006771197085019968,0.3845
8,3,-0.046999355593680556,0.00036664505886028744,0.1725
8,4,-0.09812865152325619,0.00013635430228629857,0.0375
8,5,-0.01350695946748396,-0.00045777869750726445,0.4035
8,6,0.009114935354668008,-0.000585155112915185,0.585
8,7,0.27338310925558745,0.0002773496914257821,0.99975
9,0,-0.03441064999284614,0.000844102112555329,0.228
9,1,-0.022808525193906512,0.0005812388003072006,0.2885
9,2,0.08852817446344773,0.00011105703499280579,0.96125
9,3,0.03950454592529383,-0.0002079235599581852,0.77
9,4,-0.0004398387720744123,-0.00021494866005755643,0.51025
9,5,0.22459849890414263,0.0006011550804032374,0.99975
9,6,0.22312268436501284,-0.000508888452745986,1.0
9,7,-0.06482913919638958,-0.00036637096849103415,0.134
9,8,0.008250149434682424,-0.0012890047261450732,0.5805
10,0,-0.060235713958988864,-0.0009745148773858478,0.088
10,1,-0.02831541694920865,8.311399437218048e-05,0.22325
10,2,-0.04520388982674547,0.001165947134938279,0.1595
10,3,0.0028163603686419993,0.00012466758739961215,0.525
10,4,0.0977841456954645,-1.8256293184608314e-05,0.91975
10,5,-0.0004211765425053424,0.0002461173004630487,0.5
10,6,0.003268105026527216,-0.0010128887858318826,0.541
10,7,0.2827375251421148,0.00013974705668010317,1.0
10,8,0.15458253152714216,-8.255927544549502e-05,0.984
10,9,0.025827824318013993,-0.00014264236461331887,0.6705
11,0,-0.08986747505966919,0.00034984306299272065,0.02
11,1,-0.03391246999139835,0.000434896096798667,0.187
11,2,0.020585472989300985,-0.0018826349110947188,0.67975
11,3,-0.05986239786551643,0.00024173912777299565,0.12425
11,4,-0.0980783182622969,-0.00035253294280918653,0.0285
11,5,-0.014364111214210563,0.001363152135143818,0.39325
11,6,-0.036398411867918944,-6.182172513689204e-05,0.21175
11,7,0.06635204123752571,0.000969531111707116,0.84775
11,8,0.26551992975913,-5.35798489038561e-05,0.999
11,9,0.0574670681468861,0.0008700882793315137,0.83375
11,10,0.43735071515972856,-0.0012975237192824683,1.0
12,0,-0.05734134796519474,0.0002386661625865212,0.09225
12,1,-0.08446095134482683,0.00010107682336163817,0.022
12,2,-0.0010744866172315707,0.0007519551848665034,0.4905
12,3,-0.025299711060955736,-0.0005759491598152493,0.3195
12,4,-0.041065451986093786,-1.6090362712983766e-05,0.2485
12,5,-0.0690529251520598,-0.001983401629174389,0.09
12,6,-0.030717696368057906,-0.0003584177222613909,0.24325
12,7,0.12043503952961883,-0.0012448029826560192,0.977
12,8,0.3515397295211281,-0.00040041081947504487,1.0
12,9,-0.039177815245657055,0.00118777850862828,0.24075
12,10,0.057592109254969916,-0.0005013578666762897,0.83675
12,11,0.19747076141516737,0.0008229480210137274,0.99625
13,0,0.0553035087883459,-4.8917239360329205e-06,0.889
13,1,-0.051809387315924764,-0.0007255952271726031,0.1045
13,2,0.10933418903937599,-0.000453926972510272,0.98875
13,3,0.08304148092707367,-0.0011342221144876557,0.94325
13,4,-0.022057253678369526,0.0006560974285406999,0.35425
13,5,0.12720556466346467,-0.00021624360974173228,0.9915
13,6,0.0069501434096496395,0.0002931164257184556,0.5615
13,7,-0.09519054903435914,0.0005635849212748247,0.0435
13,8,0.012504154445660646,0.00013940483912110087,0.59925
13,9,0.11944001787293693,0.00024514994949642154,0.983
13,10,-0.003662235489851885,-0.00017729247257851967,0.48625
13,11,-0.05672641607416536,0.0002719670639994468,0.16675
13,12,0.05059688309268275,-4.463692747687931e-05,0.825
14,0,-0.035765981934298086,-0.0001468788475656182,0.21675
14,1,-0.008260965446017489,0.0006517492446034281,0.40725
14,2,0.0318283769767502,-0.00045591477105334007,0.75075
14,3,-0.025939371673971732,-0.0007012928657145983,0.3225
14,4,-0.061690453874195125,0.0013710714471480818,0.14025
14,5,0.022532241745923366,-0.0019788188032264,0.68225
14,6,0.022483314494474934,-0.0007397042019274165,0.70225
14,7,-0.0328581988029656,-0.00038394877892520987,0.2935
14,8,0.03739968017206394,-0.001664474780633405,0.76
14,9,0.004587928530886784,0.0001239217829097177,0.54725
14,10,-0.11935445815520661,0.0007649155712674918,0.02275
14,11,-0.02239817793886422,0.0013108968636277448,0.3775
14,12,0.10061668342426747,-0.00030917266332566715,0.9625
14,13,0.2131691412204549,-0.00029540752817603966,0.99975
15,0,0.09981335624658423,0.0008086227890540189,0.9745
15,1,0.04621508250004435,-4.270522329349317e-05,0.822
15,2,-0.04122332494971696,0.001174338868613057,0.1935
15,3,-0.014463864660916443,0.0003690981486450215,0.3685
15,4,0.010017307299974122,-0.00018511087280692382,0.5885
15,5,-0.00327485157562514,0.0008522709514776495,0.4635
15,6,0.034099945171828135,0.0006459204230619878,0.76125
15,7,-0.014222906998008985,0.0005419341108419488,0.36025
15,8,0.008817174372217577,-0.0007094946483602488,0.57775
15,9,0.0022945767302967636,2.80626185800829e-05,0.51475
15,10,0.03284305084781228,-0.0005959582078794913,0.77625
15,11,-0.00932073948671513,-0.0002181661322554156,0.40075
15,12,-0.016791771400372503,-0.0004741419015306257,0.3495
15,13,0.001505361107964386,-0.0006279948594303177,0.516
15,14,-0.01533121994571384,2.505593428463927e-05,0.35875
16,0,-0.07152371879761713,0.0005700796517972024,0.0605
16,1,0.13744183050520634,0.00021618136182846776,0.999
16,2,-0.04511394636594553,0.001243576677989702,0.16225
16,3,-0.06509058383056938,-0.0006226346540970127,0.06875
16,4,0.022434752604109945,0.0013555770590801275,0.69175
16,5,-0.05608607467004426,-0.0005228366570045049,0.11625
16,6,-0.04190999260780103,0.0005866940255695943,0.17225
16,7,0.01567000549544331,-0.0005482764638909517,0.63875
16,8,0.07953683870954074,-0.00022034681319254947,0.97425
16,9,0.02660202246072269,-0.0002051134523424501,0.7205
16,10,0.041818136009722943,-0.0005901018413742592,0.8425
16,11,0.026763467735930146,0.00026060942087971245,0.723
16,12,0.020683118815698717,0.0004875649211982751,0.67875
16,13,-0.0731676830943207,0.0007629601054601745,0.046
16,14,0.0504896147014508,-0.0009189741874930266,0.8915
16,15,0.2600639491850769,-6.567533902233203e-05,1.0
17,0,0.034725120071429805,-0.00019715916976905418,0.7745
17,1,0.007428889388668624,-0.0005138648187950234,0.56825
17,2,0.00035600490195156713,-0.0003935268112242265,0.50575
17,3,0.03557418812049868,-1.2398329251977456e-05,0.78725
17,4,-0.014470692511783775,-0.0011331993094134258,0.3875
17,5,-0.04947372322394559,-0.0012285757894827502,0.1515
17,6,-0.05921724086478287,0.0013396632262282309,0.09125
17,7,0.06252994466771365,0.0007026269111950205,0.91475
17,8,-0.08671946307986333,-0.0005713511442982851,0.02575
17,9,-0.014193289960000187,0.0004992663217527274,0.37825
17,10,-0.045686711344983644,0.00023494771493264772,0.1545
17,11,-0.06041478479851366,0.0011881587607308025,0.0845
17,12,-0.007589132040700163,-0.0009215752709768805,0.4415
17,13,0.01807267299073706,0.000592180286230366,0.64825
17,14,-0.054188456381764484,-0.0009147494816969437,0.118
17,15,-0.04426741457479345,0.0003413086182892724,0.23575
17,16,0.0840161952752884,0.0016767664320817203,0.93475
18,0,0.0023039584134919603,-0.0008875172744967066,0.53175
18,1,0.13955509346510095,-0.0003439329010955656,0.9985
18,2,-0.03224254812961791,0.00031767885437094693,0.247
18,3,0.10007126360878847,0.0005540672841945871,0.98925
18,4,0.00521428877846309,0.0006913989326590603,0.54
18,5,-0.05505214230037503,-0.0003711969331693024,0.121
18,6,-0.05009602360126749,-0.0003291341631205109,0.1355
18,7,0.05718707011687744,0.00014657955505688176,0.913
18,8,-0.08838801458497793,0.0009465057610276901,0.023
18,9,-0.047073688207387276,0.00018168215949107224,0.14925
18,10,-0.017539586043644216,-0.0001459799687651914,0.3405
18,11,-0.04195430532630173,-0.0003009529015700804,0.17425
18,12,-0.07561425845283656,-0.00037650945902921635,0.0445
18,13,-0.04563577406880803,-2.6486493529907653e-05,0.1495
18,14,-0.01187628943820202,0.0006385643803881895,0.3925
18,15,-0.046880828201429595,-0.0005830236178477323,0.19975
18,16,0.01008747248750036,0.00030865766143440366,0.578
18,17,0.17925138376794492,-3.43947333114985e-05,1.0
19,0,-0.052604966266870244,0.0015072394113287175,0.125
19,1,-0.09750807901408287,-0.00019303845177200983,0.01825
19,2,0.015961754206661658,-0.00023686083718706274,0.626
19,3,-0.044511930035480325,-0.0005007835805674097,0.18825
19,4,-0.03403552789569773,0.0005999882373191448,0.25025
19,5,-0.0011377502084798626,0.0004341287533965364,0.49125
19,6,0.020985069125414084,-0.001313162376034485,0.68675
19,7,-0.02539611042541105,-0.0010161013851853727,0.31975
19,8,0.0689092898260535,0.0007385311378722249,0.921
19,9,0.009174561856464784,-0.0005252467930580837,0.5715
19,10,0.020097464899231598,0.0017807746687329728,0.64425
19,11,0.1096914981207028,-7.840490583987631e-05,0.98275
19,12,0.029541476385436926,-0.0006732649543212375,0.73025
19,13,0.037399747493671615,8.971047493059701e-05,0.774
19,14,-0.05405533815086087,0.0009838001114582946,0.1335
19,15,-0.005663705630526605,0.00025775588111425803,0.4505
19,16,-0.06008037353303537,5.8728451575838474e-05,0.088
19,17,-0.11611578384812483,-0.00029412976736834824,0.01075
19,18,-0.05579667715321726,0.00021702472900393335,0.125
20,0,-0.06217775518142519,1.361789527249254e-05,0.08725
20,1,-0.12246021465259174,0.0005993968065449595,0.0025
20,2,0.04742849308909318,-0.0004936326288336537,0.843
20,3,-0.055917053996345854,-0.00039764124110312874,0.13775
20,4,0.01898765539058713,0.00046190064986861216,0.65575
20,5,0.008125029968891397,-0.00033240552649720117,0.57525
20,6,0.026019947840757313,-0.0012163551121643335,0.72525
20,7,-0.06806290138162115,0.0009772673713705404,0.084
20,8,-0.06534667451291766,0.0009504627446322192,0.10225
20,9,0.0037839756427064985,0.0005095671766958353,0.5365
20,10,-0.03985694151223401,-0.00022848936620547584,0.24575
20,11,-0.0171116922365583,-0.001564255895151058,0.4225
20,12,0.022082111603974386,0.000787139235558294,0.67075
20,13,-0.06614935051456075,-0.0002826773688362197,0.10275
20,14,0.01630353712069885,-0.00113947092147086,0.64175
20,15,-0.014330813381999555,-4.5482453535667866e-05,0.3565
20,16,-0.10942038221050095,-1.830055079559207e-05,0.0025
20,17,-0.08497179096159516,-0.0001451085418784318,0.02475
20,18,-0.0090463076019594,-0.0006173915940095112,0.4225
20,19,0.17112637741639986,0.002134133137057887,0.9995
21,0,-0.026450864886027794,-0.0005306090950949701,0.29
21,1,-0.12632195576040972,-0.0012234883931525077,0.00225
21,2,-0.019555076927497764,1.0862346454036725e-06,0.3505
21,3,0.0006586311394605972,0.0008222426046811356,0.50325
21,4,0.03197821864853241,1.3519349890166743e-05,0.74575
21,5,0.004036293177937548,-0.0006105525123847695,0.54025
21,6,-0.002540380634409101,0.0010014235048271898,0.475
21,7,-0.0027243310147773724,8.221093585119238e-06,0.4795
21,8,-0.0028705035008350184,-0.0004814366146820617,0.48775
21,9,-0.029476312230431904,-0.0006811873768548284,0.2875
21,10,-0.05257138233877371,0.00146592140237585,0.1565
21,11,-0.014564618502464979,0.00014152274873566707,0.4025
21,12,0.035774319862382706,0.001200726694159808,0.7605
21,13,-0.06510023339493988,-0.00017878301015199482,0.09975
21,14,0.029255504368667976,0.0012110500983948654,0.71475
21,15,-0.07255114996209348,0.00019863016195994097,0.04675
21,16,-0.04160801257962155,0.00015744202611194956,0.15375
21,17,-0.031768036623774164,0.00028587215044846716,0.2495
21,18,-0.051933440737099136,-0.0005170975929601894,0.1335
21,19,0.11956092189547102,0.0018534937936471713,0.98525
21,20,0.09657768311762663,0.0018197500599123006,0.9615
22,0,-0.04277705141599624,-0.0018040776266924773,0.194
22,1,-0.06493379132028022,-0.0007344772276432883,0.0745
22,2,-0.002593680843924484,-0.0003507111258959551,0.47725
22,3,-0.008511506687039908,0.000871037446330767,0.42525
22,4,-0.012216201002259855,0.0009808476374135408,0.398
22,5,0.12632671324507624,0.000552018455838204,0.99225
22,6,0.0716554719845212,-0.0004325601572164933,0.94775
22,7,-0.020420543825252133,-0.0007825158451482305,0.355
22,8,-0.032571225390259244,2.0976373077664492e-05,0.265
22,9,-0.03259648080899561,0.0008857062794398716,0.26125
22,10,0.02381974409444017,-0.00046058599916782244,0.67725
22,11,0.0599946262865104,-0.0006281893296219255,0.86925
22,12,0.030392709916757216,0.0007011377659358101,0.7375
22,13,-0.03559812893415434,-0.0011859903184644116,0.24825
22,14,0.009729151614231617,-3.0996815340216776e-06,0.59
22,15,-0.056497337841131784,-1.0124583345199643e-05,0.1145
22,16,-0.09747398400844985,0.00043507343972872567,0.012
22,17,-0.09516947202447543,-0.0001527658516590753,0.02325
22,18,-0.0928545527109475,-0.0006214880078200633,0.019
22,19,0.35426820182871865,0.0006165622668274218,1.0
22,20,0.2338117293947223,0.0001439198254807697,1.0
22,21,0.16014943149730504,1.5671731836992082e-05,0.99875
23,0,-0.10938237168381922,0.00019875866462157362,0.01
23,1,-0.0499090381661261,-0.0002415860525389635,0.1245
23,2,-0.06917181966988888,-0.0006078096023150538,0.07675
23,3,0.029957699917213365,0.00036812068811749467,0.7255
23,4,0.019829590293339583,0.0014838571830119766,0.64725
23,5,-0.06299746322810737,-0.0008919720146620591,0.112
23,6,-0.00714678360275964,-0.0010531514932140742,0.4465
23,7,0.11700450735713275,0.00030949587566062633,0.98325
23,8,0.14265469013609963,-0.001464739707204631,0.99475
23,9,-0.05233949398574598,0.0005281002902350167,0.15575
23,10,-0.07189339102713,0.000695201908411309,0.092
23,11,-0.04925563884414206,-0.0011056235037557303,0.1895
23,12,0.2645130901954696,-0.0003785322850124856,1.0
23,13,0.016535199228848642,-1.126455689428703e-05,0.63225
23,14,0.04708516636839912,-0.00018845686258159647,0.82175
23,15,-0.06324587911868093,-0.0001633104950717416,0.0765
23,16,-0.022802706834530857,-0.0012879684284693535,0.29475
23,17,0.014636767613441477,-0.0014897260810584694,0.62975
23,18,-0.03503137896835086,0.0005577039399475735,0.21175
23,19,0.022197837120796322,0.0005358712936008741,0.67425
23,20,0.006115254214496866,-0.0002935684828203651,0.55325
23,21,0.32546384442977105,-0.0004804633304000264,1.0
23,22,-0.009083037819728723,-0.0006456962111869641,0.44225
24,0,-0.11047281467872723,-0.0014698452861398284,0.016
24,1,-0.04797857119954561,-0.0005134053390800425,0.15
24,2,-0.08642456353587039,0.00015638810763742028,0.057
24,3,-0.016298000332775762,0.0005277905526348488,0.37525
24,4,0.10387068768405076,-0.0007144359199996374,0.98525
24,5,-0.13544271536147023,-0.000718233846227288,0.00625
24,6,-0.09624045827517193,0.0009954319857677862,0.01675
24,7,0.06689935233542411,0.0014738540905528425,0.91025
24,8,0.0007627837250607291,-0.00012858777276863814,0.5055
24,9,-0.020261357773592472,-0.0007003180346583107,0.354
24,10,0.04248336102996281,0.0013707098665042617,0.79425
24,11,-0.002509230400100214,0.0005965613555971521,0.46925
24,12,-0.00106140588061104,5.1342529599388714e-05,0.48575
24,13,-0.13800915005490105,0.0007237174244100899,0.00325
24,14,0.009556219006281832,0.0008159405636177185,0.5795
24,15,0.004320736707870135,-0.000508089959955694,0.54025
24,16,0.04125738121544622,0.000606756332394766,0.8115
24,17,-0.028074163732613233,-0.00014345078092719554,0.28475
24,18,-0.0603116006601567,-0.0018762277958808812,0.0955
24,19,-0.046203873934477335,-0.00020989493799396274,0.18
24,20,0.1146277827022765,0.00028919028966305064,0.9905
24,21,-0.013605749319592617,-7.400062938782938e-05,0.38975
24,22,-0.010972807582481306,0.0007576560860300451,0.40275
24,23,-0.029158298649790478,0.0007748118615734069,0.26925
25,0,-0.09187161524390945,8.501397519156973e-05,0.026
25,1,-0.05084516771834805,-0.0009556908404658554,0.1415
25,2,-0.02399629313283322,-3.395337753381389e-05,0.3125
25,3,-0.04672861754282311,1.3920798393340332e-05,0.163
25,4,0.02247177772632615,0.0009308149173102007,0.6795
25,5,-0.13932621846029578,-0.0008373343599256368,0.00175
25,6,-0.1132203342392875,0.0001681161614272044,0.0055
25,7,0.024864130018075605,-0.0002291662983087015,0.711
25,8,0.04175379113315698,0.001125625859737678,0.82775
25,9,-0.07757626555382009,0.0010183548994595164,0.04675
25,10,-0.034153361963046504,-0.0008966403732952691,0.2345
25,11,-0.015712575763653633,0.001045054531932775,0.3565
25,12,0.03636758260984659,-0.0005777895783748233,0.804
25,13,-0.01900428085540934,0.0007843442945152144,0.3345
25,14,-0.04747024562095939,-0.0008434042225376336,0.1465
25,15,-0.05132037951068902,0.000437857217549499,0.141
25,16,-0.004263981190251107,-0.0005972576496578927,0.462
25,17,0.014331109548690706,-0.0001820134218258804,0.62325
25,18,0.01761053558143205,0.0002913352952992891,0.66025
25,19,0.07981724382525965,0.00035729468751112,0.951
25,20,-0.02975007510379948,-0.00019158352469741868,0.26375
25,21,-0.009897927563616233,-0.0004799454810712908,0.418
25,22,0.05336542770285012,-0.00027657430469766133,0.88375
25,23,0.01962717851186691,-0.00027441622397207205,0.67425
25,24,0.09804028355315443,-1.6853961023225293e-05,0.97625
26,0,0.033348237460087665,-0.00019053247510477143,0.75075
26,1,0.1369260485747311,0.0007813199403817399,0.9965
26,2,-0.060552654337879847,-7.461122506263947e-05,0.11775
26,3,-0.08077939072744304,-0.000613243737660835,0.0425
26,4,0.020535405975440648,-0.0001797171474783981,0.68125
26,5,-0.08828419941966602,0.0006661067899301075,0.0325
26,6,-0.08060745824551131,0.0003466641326454925,0.03125
26,7,-0.02325320922652363,-0.0001686250070840555,0.29225
26,8,0.04403187368969359,0.0002924232583990536,0.84875
26,9,-0.07202469856376169,0.00046934138592308507,0.0545
26,10,0.01892947539761642,0.0007348060511779197,0.65075
26,11,0.012321799652368619,-0.0003892284278621985,0.605
26,12,0.006703696366684557,0.0006412884225673492,0.553
26,13,-0.05878124485015995,0.0001843285666022224,0.09825
26,14,-0.12025358492340693,0.0009795462663406886,0.0025
26,15,0.011338185611135629,-0.00037906847027782193,0.59575
26,16,0.05524988316639566,0.0007272719899524803,0.88225
26,17,0.08070937278822088,-0.00011567466004771848,0.9645
26,18,0.08293889720906075,0.0012531535880410006,0.961
26,19,-0.04886357161939975,0.00034987898526208646,0.14925
26,20,-0.04992894903925132,-0.00027151036870010217,0.14025
26,21,-0.03230221412503074,0.00048274774387558863,0.236
26,22,-0.10780404601994985,0.0009160042366375358,0.0065
26,23,-0.00012638624306828355,-0.000596219439787433,0.50475
26,24,0.0373535112893811,0.0006493408999226719,0.776
26,25,0.11187119837785073,-0.0003888608817458141,0.9905
27,0,-0.05588418042499825,-0.0007990495177837405,0.13325
27,1,-0.00012193886918651418,-0.001022367346867366,0.51125
27,2,-0.07034511795646248,-0.0007485134674329482,0.09375
27,3,-0.08454693529340414,0.00022458823405173056,0.04425
27,4,0.019086442613390146,-0.0005419316786661938,0.6705
27,5,-0.11356843826875487,-0.0007571661610336086,0.01175
27,6,-0.08209735397241827,0.0003504274028438374,0.03225
27,7,0.0465953127411399,0.0009074571716187059,0.82575
27,8,-0.0006041509521345104,0.0006959502318841221,0.48225
27,9,-0.05408346818289809,-8.956744640439723e-05,0.145
27,10,0.04877613793728557,0.00034919634226681956,0.8385
27,11,0.047122804106632755,0.0010282557410294451,0.829
27,12,0.022446280153660573,9.90351606671432e-05,0.6865
27,13,-0.07895191025946624,-0.0012268273316707488,0.06425
27,14,-0.0981110773392618,0.001019036012833518,0.01825
27,15,-0.016082300448621047,-0.0001353976378080506,0.3715
27,16,-0.02697388921337411,0.00010271648138873302,0.27875
27,17,-0.03141270897776165,-0.0014966719537587013,0.2605
27,18,0.06051412680883992,-0.0007076305359306426,0.9115
27,19,0.0770403338449264,0.00010950605933266118,0.9425
27,20,0.021940438140372453,0.00039201311908073966,0.67875
