name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
theta[1,1]	-0.397	0.00545	0.328	-0.952	-0.387	0.109	3619.0	4.65	1.0
theta[1,2]	0.516	0.00376	0.25	0.0948	0.517	0.916	4431.0	5.7	1.0
theta[1,3]	-0.488	0.00566	0.342	-1.08	-0.468	0.0494	3637.0	4.68	1.0
theta[1,4]	-0.883	0.00574	0.391	-1.53	-0.868	-0.285	4650.0	5.98	1.0
theta[1,5]	1.26	0.00372	0.224	0.903	1.27	1.64	3636.0	4.68	1.0
theta[1,6]	-1.81	0.00845	0.548	-2.77	-1.77	-0.971	4208.0	5.41	1.0
theta[1,7]	-1.02	0.00596	0.407	-1.72	-1.01	-0.408	4669.0	6.01	0.999
theta[1,8]	0.691	0.00395	0.235	0.305	0.692	1.06	3538.0	4.55	1.0
theta[1,9]	0.0963	0.00424	0.276	-0.379	0.103	0.53	4249.0	5.47	1.0
theta[1,10]	0.638	0.00401	0.232	0.255	0.638	1.02	3336.0	4.29	1.0
theta[1,11]	0.304	0.00414	0.254	-0.117	0.309	0.715	3785.0	4.87	1.0
theta[1,12]	1.1	0.00398	0.243	0.699	1.1	1.5	3728.0	4.79	1.0
theta[1,13]	-0.0727	0.00481	0.299	-0.588	-0.0602	0.397	3863.0	4.97	1.0
theta[1,14]	-1.8	0.00841	0.572	-2.79	-1.77	-0.913	4629.0	5.95	1.0
theta[1,15]	-0.358	0.00467	0.317	-0.892	-0.35	0.139	4604.0	5.92	1.0
theta[1,16]	0.592	0.00396	0.242	0.178	0.597	0.985	3731.0	4.8	1.0
theta[1,17]	-0.521	0.00494	0.329	-1.09	-0.508	-0.000588	4444.0	5.72	0.999
theta[1,18]	-0.437	0.00469	0.323	-1.0	-0.418	0.054	4745.0	6.1	0.999
theta[1,19]	-2.06	0.00976	0.62	-3.17	-2.0	-1.14	4032.0	5.19	1.0
theta[1,20]	-0.812	0.00565	0.388	-1.49	-0.795	-0.208	4721.0	6.07	1.0
theta[1,21]	-0.735	0.0056	0.367	-1.36	-0.711	-0.176	4305.0	5.54	1.0
theta[1,22]	-0.07	0.00444	0.285	-0.548	-0.0586	0.392	4131.0	5.31	1.0
theta[1,23]	1.22	0.0037	0.235	0.838	1.22	1.61	4036.0	5.19	1.0
theta[1,24]	-0.911	0.00635	0.407	-1.62	-0.89	-0.285	4114.0	5.29	1.0
theta[1,25]	-1.82	0.0084	0.551	-2.79	-1.78	-0.989	4303.0	5.54	1.0
theta[1,26]	0.539	0.00401	0.241	0.133	0.548	0.929	3606.0	4.64	1.0
theta[1,27]	0.279	0.00398	0.257	-0.157	0.289	0.692	4175.0	5.37	1.0
theta[1,28]	0.922	0.004	0.242	0.52	0.921	1.32	3673.0	4.72	1.0
theta[1,29]	-0.051	0.00424	0.283	-0.527	-0.0463	0.397	4445.0	5.72	1.0
theta[1,30]	0.502	0.00391	0.254	0.0837	0.506	0.902	4206.0	5.41	1.0
theta[1,31]	0.687	0.00367	0.241	0.287	0.689	1.08	4315.0	5.55	1.0
theta[1,32]	-0.568	0.00513	0.341	-1.15	-0.554	-0.0233	4417.0	5.68	0.999
theta[1,33]	-0.884	0.00619	0.409	-1.6	-0.864	-0.252	4354.0	5.6	1.0
theta[1,34]	-1.62	0.00759	0.513	-2.52	-1.59	-0.836	4559.0	5.86	1.0
theta[1,35]	-0.259	0.00464	0.316	-0.808	-0.246	0.241	4654.0	5.99	1.0
theta[1,36]	-0.474	0.00504	0.331	-1.05	-0.461	0.0444	4308.0	5.54	1.0
theta[1,37]	0.465	0.00428	0.242	0.0702	0.466	0.858	3199.0	4.11	1.0
theta[1,38]	-0.625	0.00524	0.358	-1.23	-0.611	-0.0775	4676.0	6.01	0.999
theta[1,39]	-0.282	0.00506	0.317	-0.829	-0.268	0.215	3917.0	5.04	1.0
theta[1,40]	-2.05	0.00899	0.613	-3.12	-2.01	-1.09	4653.0	5.98	1.0
theta[1,41]	0.468	0.00372	0.244	0.0643	0.464	0.854	4294.0	5.52	1.0
theta[1,42]	0.288	0.00419	0.256	-0.126	0.289	0.7	3734.0	4.8	1.0
theta[1,43]	-1.36	0.00698	0.467	-2.17	-1.32	-0.632	4489.0	5.77	1.0
theta[1,44]	0.737	0.00409	0.242	0.337	0.738	1.13	3486.0	4.48	1.0
theta[1,45]	-1.32	0.00734	0.465	-2.13	-1.28	-0.62	4004.0	5.15	1.0
theta[1,46]	-0.676	0.00584	0.361	-1.31	-0.648	-0.121	3824.0	4.92	0.999
theta[1,47]	2.6	0.00483	0.282	2.14	2.59	3.08	3392.0	4.36	1.0
theta[1,48]	0.97	0.00476	0.236	0.583	0.97	1.37	2456.0	3.16	1.0
theta[1,49]	-1.04	0.00658	0.434	-1.8	-1.02	-0.377	4342.0	5.58	1.0
theta[1,50]	0.0184	0.00399	0.27	-0.439	0.0289	0.445	4563.0	5.87	1.0
theta[1,51]	0.24	0.00417	0.259	-0.203	0.244	0.665	3872.0	4.98	1.0
theta[1,52]	1.23	0.00381	0.228	0.858	1.23	1.61	3572.0	4.59	1.0
theta[1,53]	-1.67	0.00828	0.543	-2.63	-1.63	-0.855	4302.0	5.53	0.999
theta[1,54]	-0.838	0.00571	0.384	-1.51	-0.82	-0.254	4523.0	5.82	1.0
theta[1,55]	0.305	0.00399	0.263	-0.145	0.312	0.726	4343.0	5.59	1.0
theta[1,56]	2.11	0.00432	0.242	1.72	2.1	2.5	3131.0	4.03	1.0
theta[1,57]	1.77	0.00425	0.246	1.37	1.77	2.17	3346.0	4.3	1.0
theta[1,58]	-2.04	0.00957	0.602	-3.07	-2.0	-1.12	3958.0	5.09	1.0
theta[1,59]	-0.365	0.00476	0.318	-0.901	-0.352	0.13	4468.0	5.75	1.0
theta[1,60]	0.0111	0.00438	0.274	-0.449	0.012	0.458	3893.0	5.01	1.0
theta[1,61]	-1.17	0.00666	0.435	-1.93	-1.14	-0.503	4257.0	5.48	0.999
theta[1,62]	0.0132	0.0045	0.272	-0.458	0.0223	0.439	3653.0	4.7	1.0
theta[1,63]	-1.54	0.00791	0.515	-2.45	-1.51	-0.769	4236.0	5.45	1.0
theta[1,64]	1.03	0.00373	0.24	0.631	1.02	1.42	4128.0	5.31	1.0
theta[1,65]	0.655	0.00381	0.237	0.261	0.663	1.04	3852.0	4.95	1.0
theta[1,66]	-0.456	0.00485	0.334	-1.04	-0.439	0.0673	4744.0	6.1	1.0
theta[1,67]	-0.515	0.00483	0.324	-1.04	-0.503	-0.0107	4505.0	5.79	0.999
theta[1,68]	-0.498	0.00489	0.333	-1.06	-0.492	0.0331	4633.0	5.96	1.0
theta[1,69]	-0.432	0.00483	0.332	-0.996	-0.417	0.0951	4716.0	6.07	1.0
theta[1,70]	0.154	0.00431	0.265	-0.297	0.157	0.583	3784.0	4.87	1.0
theta[1,71]	-0.906	0.00655	0.399	-1.6	-0.888	-0.293	3706.0	4.77	1.0
theta[1,72]	-0.0222	0.00482	0.282	-0.515	-0.0128	0.424	3427.0	4.41	1.0
theta[1,73]	-0.167	0.00408	0.296	-0.671	-0.156	0.303	5265.0	6.77	0.999
theta[1,74]	-0.966	0.00635	0.412	-1.68	-0.943	-0.339	4214.0	5.42	0.999
theta[1,75]	-1.55	0.00802	0.517	-2.49	-1.51	-0.77	4164.0	5.36	1.0
theta[1,76]	0.221	0.00437	0.26	-0.215	0.231	0.632	3536.0	4.55	1.0
theta[1,77]	0.935	0.00424	0.232	0.548	0.936	1.31	3001.0	3.86	1.0
theta[1,78]	-1.05	0.0059	0.413	-1.76	-1.03	-0.406	4896.0	6.3	1.0
theta[1,79]	-0.878	0.00578	0.398	-1.57	-0.848	-0.261	4734.0	6.09	1.0
theta[1,80]	-0.38	0.00519	0.333	-0.952	-0.371	0.138	4123.0	5.3	1.0
theta[1,81]	2.31	0.00514	0.265	1.89	2.3	2.76	2665.0	3.43	1.0
theta[1,82]	-1.22	0.00657	0.451	-2.02	-1.2	-0.532	4712.0	6.06	1.0
theta[1,83]	-0.506	0.00539	0.343	-1.1	-0.485	0.0281	4034.0	5.19	1.0
theta[1,84]	0.581	0.00411	0.248	0.171	0.585	0.98	3625.0	4.66	0.999
theta[1,85]	0.376	0.00412	0.245	-0.0274	0.38	0.772	3540.0	4.55	1.0
theta[1,86]	0.498	0.00371	0.247	0.0878	0.5	0.896	4451.0	5.73	1.0
theta[1,87]	-1.58	0.0076	0.512	-2.47	-1.54	-0.792	4536.0	5.83	1.0
theta[1,88]	0.21	0.00391	0.255	-0.22	0.219	0.619	4262.0	5.48	1.0
theta[1,89]	0.132	0.00407	0.264	-0.315	0.137	0.563	4214.0	5.42	1.0
theta[1,90]	0.0746	0.00432	0.275	-0.401	0.0806	0.534	4057.0	5.22	0.999
theta[1,91]	1.88	0.00483	0.251	1.46	1.87	2.29	2714.0	3.49	1.0
theta[1,92]	0.791	0.00354	0.239	0.396	0.79	1.19	4540.0	5.84	1.0
theta[1,93]	1.85	0.00426	0.247	1.44	1.84	2.25	3371.0	4.34	1.0
theta[1,94]	0.19	0.0043	0.267	-0.256	0.196	0.612	3861.0	4.97	0.999
theta[1,95]	-1.01	0.00595	0.41	-1.72	-0.981	-0.378	4760.0	6.12	1.0
theta[1,96]	-1.51	0.00768	0.501	-2.39	-1.47	-0.747	4267.0	5.49	1.0
theta[1,97]	0.792	0.00406	0.245	0.385	0.793	1.19	3650.0	4.69	1.0
theta[1,98]	-0.545	0.00586	0.339	-1.13	-0.526	-0.0234	3352.0	4.31	1.0
theta[1,99]	0.197	0.00463	0.259	-0.247	0.201	0.607	3142.0	4.04	1.0
theta[1,100]	-0.943	0.00665	0.423	-1.66	-0.918	-0.283	4053.0	5.21	1.0
theta[1,101]	-0.757	0.00598	0.387	-1.44	-0.732	-0.161	4189.0	5.39	0.999
theta[1,102]	0.211	0.0046	0.269	-0.248	0.221	0.644	3430.0	4.41	1.0
theta[1,103]	0.704	0.00362	0.247	0.296	0.704	1.1	4662.0	6.0	1.0
theta[1,104]	1.67	0.00384	0.246	1.28	1.67	2.09	4108.0	5.28	1.0
theta[1,105]	0.281	0.00369	0.256	-0.148	0.284	0.696	4810.0	6.19	1.0
theta[1,106]	0.092	0.00415	0.263	-0.362	0.105	0.504	4013.0	5.16	1.0
theta[1,107]	0.314	0.00443	0.252	-0.12	0.322	0.72	3232.0	4.16	1.0
theta[1,108]	-0.641	0.0056	0.365	-1.28	-0.625	-0.0879	4238.0	5.45	1.0
theta[1,109]	0.218	0.00396	0.249	-0.208	0.225	0.615	3941.0	5.07	1.0
theta[1,110]	-1.24	0.00669	0.459	-2.04	-1.21	-0.543	4710.0	6.06	0.999
theta[1,111]	-1.09	0.00708	0.439	-1.84	-1.07	-0.413	3834.0	4.93	0.999
theta[1,112]	-0.751	0.00581	0.377	-1.4	-0.732	-0.172	4210.0	5.41	1.0
theta[1,113]	-0.0232	0.00444	0.283	-0.508	-0.0169	0.423	4083.0	5.25	1.0
theta[1,114]	-0.296	0.00475	0.309	-0.808	-0.287	0.195	4228.0	5.44	1.0
theta[1,115]	-0.71	0.00556	0.362	-1.33	-0.687	-0.151	4245.0	5.46	0.999
theta[1,116]	0.346	0.00453	0.26	-0.0943	0.356	0.765	3296.0	4.24	1.0
theta[1,117]	-1.15	0.00707	0.443	-1.91	-1.12	-0.473	3933.0	5.06	1.0
theta[1,118]	-0.0477	0.00459	0.29	-0.555	-0.0362	0.408	3977.0	5.12	1.0
theta[1,119]	0.209	0.00412	0.262	-0.227	0.217	0.621	4051.0	5.21	0.999
theta[1,120]	-1.05	0.00615	0.417	-1.77	-1.03	-0.402	4593.0	5.91	1.0
theta[1,121]	-0.542	0.0055	0.346	-1.16	-0.524	0.0173	3974.0	5.11	1.0
theta[1,122]	-0.941	0.00586	0.395	-1.62	-0.926	-0.323	4551.0	5.85	1.0
theta[1,123]	0.404	0.00397	0.239	0.00291	0.41	0.791	3606.0	4.64	1.0
theta[1,124]	0.767	0.00384	0.227	0.392	0.772	1.13	3484.0	4.48	1.0
theta[1,125]	1.1	0.00374	0.237	0.71	1.1	1.49	3994.0	5.14	1.0
theta[1,126]	-0.196	0.0043	0.303	-0.712	-0.188	0.29	4960.0	6.38	1.0
theta[1,127]	-1.65	0.00828	0.547	-2.63	-1.61	-0.844	4366.0	5.62	1.0
theta[1,128]	0.336	0.004	0.254	-0.0877	0.344	0.739	4037.0	5.19	0.999
theta[1,129]	0.146	0.00418	0.273	-0.318	0.151	0.584	4261.0	5.48	1.0
theta[1,130]	-0.919	0.00616	0.398	-1.6	-0.903	-0.3	4178.0	5.37	0.999
theta[1,131]	1.82	0.00484	0.252	1.41	1.82	2.23	2703.0	3.48	1.0
theta[1,132]	-0.0807	0.00484	0.29	-0.574	-0.0716	0.39	3595.0	4.62	1.0
theta[1,133]	1.32	0.00367	0.235	0.932	1.32	1.71	4120.0	5.3	0.999
theta[1,134]	-1.36	0.00782	0.481	-2.18	-1.32	-0.627	3781.0	4.86	1.0
theta[1,135]	-0.582	0.00523	0.351	-1.18	-0.574	-0.0293	4520.0	5.81	0.999
theta[1,136]	-1.66	0.00744	0.529	-2.58	-1.63	-0.824	5059.0	6.51	1.0
theta[1,137]	-0.757	0.00589	0.38	-1.41	-0.733	-0.161	4173.0	5.37	0.999
theta[1,138]	-0.323	0.00494	0.309	-0.843	-0.312	0.16	3918.0	5.04	1.0
theta[1,139]	0.355	0.00376	0.256	-0.0775	0.363	0.758	4644.0	5.97	1.0
theta[1,140]	-0.993	0.00655	0.419	-1.72	-0.963	-0.359	4094.0	5.27	1.0
theta[1,141]	-1.64	0.00793	0.522	-2.55	-1.61	-0.827	4333.0	5.57	0.999
theta[1,142]	1.02	0.0034	0.226	0.65	1.02	1.39	4421.0	5.69	1.0
theta[1,143]	0.518	0.00396	0.241	0.123	0.521	0.905	3712.0	4.77	1.0
theta[1,144]	-0.0401	0.00447	0.287	-0.531	-0.0331	0.43	4140.0	5.32	1.0
theta[1,145]	-2.05	0.00959	0.599	-3.09	-2.01	-1.13	3905.0	5.02	1.0
theta[1,146]	0.776	0.00391	0.235	0.374	0.782	1.15	3608.0	4.64	1.0
theta[1,147]	-0.319	0.00468	0.31	-0.854	-0.304	0.168	4409.0	5.67	1.0
theta[1,148]	0.122	0.00446	0.272	-0.339	0.131	0.556	3718.0	4.78	1.0
theta[1,149]	1.05	0.00369	0.226	0.682	1.05	1.42	3743.0	4.81	1.0
theta[1,150]	-1.55	0.00827	0.508	-2.44	-1.52	-0.761	3784.0	4.87	1.0
theta[1,151]	-0.637	0.00508	0.364	-1.27	-0.625	-0.0627	5131.0	6.6	1.0
theta[1,152]	-1.0	0.00682	0.428	-1.74	-0.974	-0.354	3938.0	5.06	1.0
theta[1,153]	-0.514	0.00478	0.344	-1.1	-0.5	0.0256	5188.0	6.67	1.0
theta[1,154]	-1.54	0.00762	0.517	-2.45	-1.51	-0.755	4602.0	5.92	1.0
theta[1,155]	-1.66	0.00821	0.532	-2.57	-1.63	-0.846	4200.0	5.4	1.0
theta[1,156]	-0.738	0.00533	0.367	-1.39	-0.711	-0.173	4745.0	6.1	1.0
theta[1,157]	0.604	0.00423	0.244	0.198	0.607	1.0	3316.0	4.26	1.0
theta[1,158]	0.207	0.00434	0.256	-0.211	0.212	0.614	3463.0	4.45	1.0
theta[1,159]	0.236	0.00416	0.252	-0.187	0.241	0.652	3680.0	4.73	1.0
theta[1,160]	0.244	0.0037	0.253	-0.183	0.245	0.648	4704.0	6.05	1.0
theta[1,161]	1.17	0.00457	0.236	0.783	1.17	1.55	2677.0	3.44	1.0
theta[1,162]	-0.389	0.0046	0.31	-0.92	-0.378	0.108	4542.0	5.84	1.0
theta[1,163]	0.807	0.00385	0.237	0.406	0.81	1.19	3797.0	4.88	1.0
theta[1,164]	0.66	0.0037	0.241	0.269	0.666	1.05	4255.0	5.47	1.0
theta[1,165]	-2.05	0.00993	0.596	-3.08	-2.0	-1.14	3603.0	4.63	1.0
theta[1,166]	0.862	0.00413	0.236	0.466	0.864	1.25	3273.0	4.21	1.0
theta[1,167]	0.427	0.00396	0.252	0.00229	0.427	0.833	4028.0	5.18	1.0
theta[1,168]	-1.54	0.00701	0.504	-2.42	-1.5	-0.772	5169.0	6.65	1.0
theta[1,169]	-0.969	0.00666	0.418	-1.68	-0.948	-0.332	3933.0	5.06	1.0
theta[1,170]	-2.04	0.00907	0.613	-3.14	-2.02	-1.1	4565.0	5.87	1.0
theta[1,171]	-1.8	0.00793	0.564	-2.78	-1.77	-0.935	5058.0	6.51	0.999
theta[1,172]	0.0591	0.00445	0.277	-0.406	0.0645	0.504	3878.0	4.99	1.0
theta[1,173]	0.695	0.00468	0.244	0.297	0.695	1.09	2718.0	3.5	1.0
theta[1,174]	1.45	0.00423	0.239	1.05	1.44	1.84	3193.0	4.11	1.0
theta[1,175]	0.229	0.00399	0.264	-0.218	0.235	0.654	4353.0	5.6	0.999
theta[1,176]	-0.242	0.00444	0.296	-0.75	-0.231	0.226	4462.0	5.74	1.0
theta[1,177]	1.36	0.00344	0.235	0.974	1.35	1.74	4649.0	5.98	1.0
theta[1,178]	0.35	0.00445	0.257	-0.0883	0.359	0.762	3343.0	4.3	1.0
theta[1,179]	0.834	0.00412	0.239	0.443	0.837	1.23	3370.0	4.33	1.0
theta[1,180]	-0.366	0.00503	0.335	-0.944	-0.356	0.156	4430.0	5.7	1.0
theta[1,181]	0.0529	0.00431	0.263	-0.391	0.0624	0.463	3731.0	4.8	1.0
theta[1,182]	-0.685	0.00592	0.362	-1.33	-0.665	-0.125	3736.0	4.81	1.0
theta[1,183]	1.71	0.00417	0.245	1.3	1.71	2.13	3440.0	4.43	1.0
theta[1,184]	-0.0722	0.00517	0.285	-0.556	-0.0666	0.376	3042.0	3.91	1.0
theta[1,185]	1.02	0.00375	0.237	0.628	1.01	1.41	3994.0	5.14	1.0
theta[1,186]	0.0744	0.00405	0.277	-0.395	0.083	0.519	4672.0	6.01	1.0
theta[1,187]	0.924	0.00366	0.243	0.523	0.927	1.32	4387.0	5.64	1.0
theta[1,188]	-1.53	0.00785	0.507	-2.44	-1.5	-0.77	4167.0	5.36	1.0
theta[1,189]	-1.18	0.00727	0.456	-1.99	-1.15	-0.486	3936.0	5.06	1.0
theta[1,190]	0.297	0.00473	0.261	-0.14	0.302	0.719	3056.0	3.93	1.0
theta[1,191]	-0.365	0.00484	0.324	-0.934	-0.352	0.145	4467.0	5.75	1.0
theta[1,192]	-0.166	0.00449	0.287	-0.661	-0.154	0.276	4099.0	5.27	1.0
theta[1,193]	-1.09	0.00613	0.426	-1.85	-1.07	-0.439	4831.0	6.21	1.0
theta[1,194]	0.196	0.00419	0.265	-0.239	0.199	0.63	3987.0	5.13	0.999
theta[1,195]	0.0838	0.00413	0.267	-0.366	0.0906	0.5	4162.0	5.35	1.0
theta[1,196]	-2.04	0.00984	0.604	-3.11	-2.0	-1.15	3774.0	4.85	1.0
theta[1,197]	-0.201	0.00479	0.298	-0.715	-0.189	0.274	3857.0	4.96	1.0
theta[1,198]	0.887	0.00384	0.243	0.473	0.896	1.28	4008.0	5.16	1.0
theta[1,199]	-0.84	0.00595	0.401	-1.54	-0.82	-0.212	4545.0	5.85	0.999
theta[1,200]	0.0719	0.00449	0.277	-0.404	0.0793	0.509	3791.0	4.88	1.0
theta[1,201]	-1.85	0.00917	0.58	-2.87	-1.82	-0.964	4000.0	5.14	1.0
theta[1,202]	0.434	0.00415	0.25	0.0136	0.44	0.832	3627.0	4.66	1.0
theta[1,203]	0.49	0.00412	0.235	0.103	0.493	0.871	3237.0	4.16	1.0
theta[1,204]	1.17	0.00462	0.238	0.783	1.16	1.56	2647.0	3.4	1.0
theta[1,205]	-0.715	0.00576	0.368	-1.36	-0.702	-0.135	4080.0	5.25	1.0
theta[1,206]	0.891	0.00376	0.237	0.49	0.894	1.28	3961.0	5.09	1.0
theta[1,207]	0.36	0.00436	0.254	-0.0618	0.362	0.766	3376.0	4.34	1.0
theta[1,208]	0.206	0.00397	0.26	-0.231	0.212	0.622	4295.0	5.52	1.0
theta[1,209]	-1.44	0.00783	0.498	-2.32	-1.4	-0.682	4047.0	5.21	1.0
theta[1,210]	-0.1	0.00504	0.298	-0.602	-0.0908	0.384	3495.0	4.49	1.0
theta[1,211]	-1.46	0.00779	0.489	-2.32	-1.42	-0.718	3947.0	5.08	1.0
theta[1,212]	1.05	0.0039	0.243	0.649	1.04	1.45	3900.0	5.02	1.0
theta[1,213]	0.0903	0.00408	0.276	-0.378	0.0998	0.53	4580.0	5.89	1.0
theta[1,214]	0.956	0.00417	0.222	0.596	0.96	1.32	2832.0	3.64	1.0
theta[1,215]	0.0367	0.00459	0.281	-0.432	0.0424	0.483	3735.0	4.8	1.0
theta[1,216]	0.211	0.00385	0.255	-0.216	0.211	0.612	4382.0	5.64	1.0
theta[1,217]	1.02	0.00414	0.234	0.638	1.02	1.41	3183.0	4.09	1.0
theta[1,218]	0.386	0.0042	0.246	-0.03	0.388	0.776	3428.0	4.41	1.0
theta[1,219]	0.419	0.00381	0.248	0.000792	0.424	0.816	4229.0	5.44	1.0
theta[1,220]	-0.272	0.00482	0.311	-0.804	-0.261	0.226	4160.0	5.35	1.0
theta[1,221]	0.63	0.00383	0.241	0.235	0.631	1.03	3972.0	5.11	1.0
theta[1,222]	-1.6	0.00789	0.545	-2.54	-1.56	-0.767	4785.0	6.15	1.0
theta[1,223]	-0.406	0.00469	0.32	-0.95	-0.395	0.0962	4641.0	5.97	1.0
theta[1,224]	0.543	0.00395	0.242	0.146	0.543	0.93	3751.0	4.82	1.0
theta[1,225]	-1.06	0.00729	0.436	-1.82	-1.03	-0.382	3574.0	4.6	1.0
theta[1,226]	0.0169	0.00394	0.276	-0.458	0.0289	0.458	4903.0	6.31	1.0
theta[1,227]	0.123	0.00426	0.263	-0.325	0.132	0.538	3816.0	4.91	1.0
theta[1,228]	-0.597	0.00581	0.348	-1.2	-0.579	-0.0538	3587.0	4.61	1.0
theta[1,229]	0.511	0.00387	0.243	0.106	0.519	0.898	3936.0	5.06	1.0
theta[1,230]	-0.223	0.00445	0.307	-0.758	-0.205	0.261	4762.0	6.12	1.0
theta[1,231]	-0.896	0.00603	0.396	-1.59	-0.872	-0.284	4309.0	5.54	1.0
theta[1,232]	-0.475	0.00473	0.317	-1.02	-0.466	0.0253	4505.0	5.79	0.999
theta[1,233]	0.684	0.00419	0.24	0.286	0.686	1.07	3290.0	4.23	1.0
theta[1,234]	-0.423	0.00554	0.335	-1.0	-0.404	0.1	3655.0	4.7	1.0
theta[1,235]	0.415	0.00393	0.248	0.00169	0.413	0.807	3965.0	5.1	1.0
theta[1,236]	-1.33	0.00726	0.471	-2.14	-1.3	-0.623	4219.0	5.43	1.0
theta[1,237]	-0.182	0.00443	0.295	-0.7	-0.171	0.285	4437.0	5.71	1.0
theta[1,238]	-0.878	0.00591	0.405	-1.56	-0.863	-0.254	4694.0	6.04	1.0
theta[1,239]	0.664	0.00451	0.237	0.275	0.665	1.06	2765.0	3.56	1.0
theta[1,240]	0.683	0.00393	0.234	0.3	0.678	1.06	3545.0	4.56	1.0
theta[1,241]	0.441	0.00413	0.251	0.0159	0.443	0.851	3688.0	4.74	1.0
theta[1,242]	-0.389	0.00457	0.322	-0.952	-0.374	0.115	4955.0	6.37	1.0
theta[1,243]	0.105	0.00419	0.273	-0.361	0.109	0.54	4235.0	5.45	1.0
theta[1,244]	0.986	0.00327	0.233	0.606	0.98	1.37	5063.0	6.51	1.0
theta[1,245]	-0.125	0.00489	0.276	-0.599	-0.119	0.321	3200.0	4.12	1.0
theta[1,246]	0.478	0.0042	0.25	0.0648	0.483	0.89	3559.0	4.58	1.0
theta[1,247]	-0.331	0.00434	0.299	-0.853	-0.319	0.14	4756.0	6.12	0.999
theta[1,248]	1.19	0.00474	0.238	0.805	1.19	1.58	2515.0	3.24	1.0
theta[1,249]	0.84	0.00425	0.241	0.44	0.843	1.24	3208.0	4.13	1.0
theta[1,250]	-0.491	0.00494	0.335	-1.05	-0.474	0.0272	4605.0	5.92	1.0
theta[1,251]	-0.221	0.00406	0.295	-0.718	-0.212	0.248	5275.0	6.78	1.0
theta[1,252]	0.207	0.00454	0.261	-0.224	0.212	0.624	3293.0	4.23	1.0
theta[1,253]	0.835	0.00388	0.232	0.457	0.838	1.21	3589.0	4.62	1.0
theta[1,254]	-0.0684	0.00428	0.285	-0.543	-0.0648	0.392	4429.0	5.7	0.999
theta[1,255]	0.112	0.00413	0.265	-0.327	0.12	0.53	4120.0	5.3	1.0
theta[1,256]	0.366	0.00451	0.255	-0.0499	0.37	0.776	3186.0	4.1	1.0
theta[1,257]	-0.731	0.00561	0.37	-1.37	-0.714	-0.161	4338.0	5.58	0.999
theta[1,258]	0.359	0.00392	0.246	-0.0442	0.361	0.762	3946.0	5.07	1.0
